Name,Type,Total,Mud,Wood,BurntBrick,Stone,Cement,FloorTiles,Other
STATE - MADHYA PRADESH,Urban,"4,561,789","1,028,624","10,387","48,885","529,801","1,928,337","1,000,467","15,288"
District - Sheopur,Total,"167,158","116,433",178,676,"18,967","27,108","3,618",178
District - Sheopur,Rural,"143,024","111,325",171,491,"11,086","18,809","1,048",94
District - Sheopur,Urban,"24,134","5,108",7,185,"7,881","8,299","2,570",84
District - Morena,Total,"402,045","270,192",586,"5,211","24,004","88,424","13,134",494
District - Morena,Rural,"312,701","253,941",432,"4,255","12,820","40,105","1,032",116
District - Morena,Urban,"89,344","16,251",154,956,"11,184","48,319","12,102",378
District - Bhind,Total,"344,240","257,051",188,"6,933","10,019","63,118","6,834",97
District - Bhind,Rural,"262,646","228,279",153,"5,466","3,498","24,635",563,52
District - Bhind,Urban,"81,594","28,772",35,"1,467","6,521","38,483","6,271",45
District - Gwalior,Total,"419,740","133,927",832,"8,374","43,102","161,338","71,265",902
District - Gwalior,Rural,"166,135","108,262",329,"5,045","13,195","38,198","1,026",80
District - Gwalior,Urban,"253,605","25,665",503,"3,329","29,907","123,140","70,239",822
District - Datia,Total,"194,830","128,460",278,"5,269","3,200","54,611","2,907",105
District - Datia,Rural,"155,285","117,598",209,"4,224","1,535","31,248",422,49
District - Datia,Urban,"39,545","10,862",69,"1,045","1,665","23,363","2,485",56
District - Shivpuri,Total,"412,965","270,270",745,"4,648","38,324","86,915","11,820",243
District - Shivpuri,Rural,"351,355","259,301",686,"4,191","22,338","62,386","2,335",118
District - Shivpuri,Urban,"61,610","10,969",59,457,"15,986","24,529","9,485",125
District - Tikamgarh,Total,"359,983","275,907",306,"4,733","5,242","71,480","2,103",212
District - Tikamgarh,Rural,"305,670","253,762",247,"3,965","3,304","43,952",357,83
District - Tikamgarh,Urban,"54,313","22,145",59,768,"1,938","27,528","1,746",129
District - Chhatarpur,Total,"438,977","322,908",389,"4,705","5,579","101,783","3,455",158
District - Chhatarpur,Rural,"354,937","296,200",311,"3,772","2,327","51,927",324,76
District - Chhatarpur,Urban,"84,040","26,708",78,933,"3,252","49,856","3,131",82
District - Panna,Total,"274,547","222,701",228,"4,295","4,990","39,906","2,256",171
District - Panna,Rural,"245,513","211,579",171,"3,778","2,935","26,574",370,106
District - Panna,Urban,"29,034","11,122",57,517,"2,055","13,332","1,886",65
District - Sagar,Total,"582,031","409,717","1,070","6,529","19,882","131,101","13,224",508
District - Sagar,Rural,"429,025","362,625",715,"4,522","10,597","49,265","1,006",295
District - Sagar,Urban,"153,006","47,092",355,"2,007","9,285","81,836","12,218",213
District - Damoh,Total,"349,239","270,053",743,"4,836","11,455","58,168","3,675",309
District - Damoh,Rural,"288,931","248,221",650,"3,568","6,852","29,077",435,128
District - Damoh,Urban,"60,308","21,832",93,"1,268","4,603","29,091","3,240",181
District - Satna,Total,"545,443","396,184",641,"6,368","6,284","125,847","9,732",387
District - Satna,Rural,"441,830","365,189",539,"5,303","3,377","65,995","1,181",246
District - Satna,Urban,"103,613","30,995",102,"1,065","2,907","59,852","8,551",141
District - Rewa,Total,"595,420","487,163","1,022","6,533","4,923","87,609","7,833",337
District - Rewa,Rural,"508,464","454,595",859,"4,862","2,976","44,148",788,236
District - Rewa,Urban,"86,956","32,568",163,"1,671","1,947","43,461","7,045",101
District - Umaria,Total,"160,738","122,557",162,"1,469",582,"34,926",954,88
District - Umaria,Rural,"133,415","114,214",128,"1,147",396,"17,315",140,75
District - Umaria,Urban,"27,323","8,343",34,322,186,"17,611",814,13
District - Neemuch,Total,"224,189","112,696",278,"1,190","85,210","9,137","15,516",162
District - Neemuch,Rural,"163,432","103,679",164,958,"44,379","5,787","8,370",95
District - Neemuch,Urban,"60,757","9,017",114,232,"40,831","3,350","7,146",67
District - Mandsaur,Total,"358,690","222,487","1,214","3,216","87,540","21,978","21,658",597
District - Mandsaur,Rural,"285,842","209,696",727,"2,418","46,733","14,753","11,194",321
District - Mandsaur,Urban,"72,848","12,791",487,798,"40,807","7,225","10,464",276
District - Ratlam,Total,"351,121","221,603",609,"2,631","49,125","28,538","47,810",805
District - Ratlam,Rural,"253,963","207,004",422,"2,081","15,368","18,203","10,596",289
District - Ratlam,Urban,"97,158","14,599",187,550,"33,757","10,335","37,214",516
District - Ujjain,Total,"457,441","247,599","1,111","4,742","51,699","73,642","77,767",881
District - Ujjain,Rural,"285,033","221,839",650,"3,286","9,560","39,624","9,721",353
District - Ujjain,Urban,"172,408","25,760",461,"1,456","42,139","34,018","68,046",528
District - Shajapur,Total,"366,672","257,362",716,"4,436","27,931","57,592","18,152",483
District - Shajapur,Rural,"298,725","236,446",562,"3,911","9,859","41,635","5,953",359
District - Shajapur,Urban,"67,947","20,916",154,525,"18,072","15,957","12,199",124
District - Dewas,Total,"355,923","231,103","1,609","3,181","18,769","54,715","45,900",646
District - Dewas,Rural,"261,914","203,498","1,024","2,487","7,039","35,992","11,589",285
District - Dewas,Urban,"94,009","27,605",585,694,"11,730","18,723","34,311",361
District - Dhar,Total,"485,452","324,047","1,131","3,674","24,906","74,440","56,674",580
District - Dhar,Rural,"391,650","304,928",894,"2,921","11,381","50,348","20,772",406
District - Dhar,Urban,"93,802","19,119",237,753,"13,525","24,092","35,902",174
District - Indore,Total,"720,549","157,953","1,612","7,752","97,427","169,100","282,740","3,965"
District - Indore,Rural,"182,932","105,746",495,"2,888","7,328","45,744","20,451",280
District - Indore,Urban,"537,617","52,207","1,117","4,864","90,099","123,356","262,289","3,685"
District - West Nimar,Total,"432,428","302,049","1,344","2,810","17,031","41,916","66,637",641
District - West Nimar,Rural,"363,585","286,312","1,183","2,365","7,750","31,835","33,664",476
District - West Nimar,Urban,"68,843","15,737",161,445,"9,281","10,081","32,973",165
District - Barwani,Total,"284,421","222,382",965,"1,252","8,143","12,789","38,448",442
District - Barwani,Rural,"240,671","209,687",759,"1,010","2,612","8,736","17,551",316
District - Barwani,Urban,"43,750","12,695",206,242,"5,531","4,053","20,897",126
District - Rajgarh,Total,"385,133","289,288",694,"4,475","15,856","59,213","15,042",565
District - Rajgarh,Rural,"321,159","268,740",493,"3,947","5,252","38,909","3,527",291
District - Rajgarh,Urban,"63,974","20,548",201,528,"10,604","20,304","11,515",274
District - Vidisha,Total,"359,069","263,955",986,"3,517","22,351","53,906","13,858",496
District - Vidisha,Rural,"281,868","239,480",699,"2,673","12,986","24,002","1,725",303
District - Vidisha,Urban,"77,201","24,475",287,844,"9,365","29,904","12,133",193
District - Bhopal,Total,"604,245","133,596","1,133","6,974","30,181","312,833","116,469","3,059"
District - Bhopal,Rural,"108,762","80,371",183,"1,543","1,609","21,803","2,890",363
District - Bhopal,Urban,"495,483","53,225",950,"5,431","28,572","291,030","113,579","2,696"
District - Sehore,Total,"314,065","229,065",669,"2,594","10,154","62,812","8,400",371
District - Sehore,Rural,"259,561","212,783",547,"2,250","3,482","38,025","2,173",301
District - Sehore,Urban,"54,504","16,282",122,344,"6,672","24,787","6,227",70
District - Raisen,Total,"312,287","234,944",557,"2,133","5,140","66,639","2,583",291
District - Raisen,Rural,"242,960","209,648",376,"1,500","2,553","28,223",447,213
District - Raisen,Urban,"69,327","25,296",181,633,"2,587","38,416","2,136",78
District - Betul,Total,"379,875","278,653",895,"1,631","4,239","85,394","8,824",239
District - Betul,Rural,"301,537","256,823",744,"1,343","2,071","38,621","1,759",176
District - Betul,Urban,"78,338","21,830",151,288,"2,168","46,773","7,065",63
District - Harda,Total,"135,418","90,588",355,985,"4,242","25,511","13,481",256
District - Harda,Rural,"107,168","83,465",290,748,"1,476","16,805","4,209",175
District - Harda,Urban,"28,250","7,123",65,237,"2,766","8,706","9,272",81
District - Hoshangabad,Total,"295,403","178,250",889,"1,590","4,518","98,799","10,948",409
District - Hoshangabad,Rural,"200,484","156,615",460,"1,100","1,377","39,711","1,064",157
District - Hoshangabad,Urban,"94,919","21,635",429,490,"3,141","59,088","9,884",252
District - Katni,Total,"328,017","224,394",282,"3,456","6,028","84,732","8,858",267
District - Katni,Rural,"261,954","210,629",204,"2,856","3,037","44,522",587,119
District - Katni,Urban,"66,063","13,765",78,600,"2,991","40,210","8,271",148
District - Jabalpur,Total,"582,614","279,263","1,292","7,598","16,167","223,303","53,683","1,308"
District - Jabalpur,Rural,"260,902","204,177",614,"2,902","1,359","50,690",941,219
District - Jabalpur,Urban,"321,712","75,086",678,"4,696","14,808","172,613","52,742","1,089"
District - Narsimhapur,Total,"272,713","204,708",582,"2,448","3,348","58,186","3,209",232
District - Narsimhapur,Rural,"223,296","187,659",517,"1,937","1,470","31,131",432,150
District - Narsimhapur,Urban,"49,417","17,049",65,511,"1,878","27,055","2,777",82
District - Dindori,Total,"222,130","199,436",756,"2,604","1,476","17,469",301,88
District - Dindori,Rural,"213,225","195,938",745,"2,463","1,351","12,564",82,82
District - Dindori,Urban,"8,905","3,498",11,141,125,"4,905",219,6
District - Mandla,Total,"305,027","258,294",424,"1,159","1,304","41,634","1,781",431
District - Mandla,Rural,"271,123","245,631",358,829,851,"22,804",411,239
District - Mandla,Urban,"33,904","12,663",66,330,453,"18,830","1,370",192
District - Chhindwara,Total,"516,274","351,999",589,"2,718","8,168","138,664","13,500",636
District - Chhindwara,Rural,"388,987","314,045",433,"1,805","4,124","65,897","2,297",386
District - Chhindwara,Urban,"127,287","37,954",156,913,"4,044","72,767","11,203",250
District - Seoni,Total,"364,965","296,414",456,"1,974","2,313","59,803","3,383",622
District - Seoni,Rural,"321,827","283,806",370,"1,463","1,283","33,806",562,537
District - Seoni,Urban,"43,138","12,608",86,511,"1,030","25,997","2,821",85
District - Balaghat,Total,"450,026","384,461",468,"1,612","2,464","53,624","7,187",210
District - Balaghat,Rural,"386,222","357,294",379,"1,186",786,"25,549",872,156
District - Balaghat,Urban,"63,804","27,167",89,426,"1,678","28,075","6,315",54
District - Guna,Total,"273,377","195,521",695,"2,645","11,795","48,117","14,167",437
District - Guna,Rural,"206,484","174,326",553,"2,092","3,892","23,346","2,128",147
District - Guna,Urban,"66,893","21,195",142,553,"7,903","24,771","12,039",290
District - Ashoknagar,Total,"198,633","152,116",228,"1,336","12,351","27,833","4,531",238
District - Ashoknagar,Rural,"164,526","140,065",183,"1,061","6,484","15,810",796,127
District - Ashoknagar,Urban,"34,107","12,051",45,275,"5,867","12,023","3,735",111
District - Shahdol,Total,"277,358","215,988",364,"2,580",921,"54,979","2,395",131
District - Shahdol,Rural,"225,424","200,445",245,"1,828",395,"22,224",194,93
District - Shahdol,Urban,"51,934","15,543",119,752,526,"32,755","2,201",38
District - Anuppur,Total,"193,048","139,673",329,"2,179",593,"49,773",447,54
District - Anuppur,Rural,"141,284","124,331",140,"1,277",250,"15,164",90,32
District - Anuppur,Urban,"51,764","15,342",189,902,343,"34,609",357,22
District - Sidhi,Total,"262,931","226,293",741,"1,836",807,"32,445",614,195
District - Sidhi,Rural,"240,324","216,796",697,"1,644",685,"20,049",275,178
District - Sidhi,Urban,"22,607","9,497",44,192,122,"12,396",339,17
District - Singrauli,Total,"262,536","214,310",380,"2,497",836,"43,230","1,210",73
District - Singrauli,Rural,"212,276","197,277",250,"1,316",704,"12,525",158,46
District - Singrauli,Urban,"50,260","17,033",130,"1,181",132,"30,705","1,052",27
District - Jhabua,Total,"227,286","185,352",284,831,"11,416","18,398","10,854",151
District - Jhabua,Rural,"205,611","181,345",261,685,"5,257","13,327","4,612",124
District - Jhabua,Urban,"21,675","4,007",23,146,"6,159","5,071","6,242",27
District - Alirajpur,Total,"145,982","123,401",400,347,"1,196","16,480","4,124",34
District - Alirajpur,Rural,"133,085","120,698",346,302,335,"10,297","1,085",22
District - Alirajpur,Urban,"12,897","2,703",54,45,861,"6,183","3,039",12
District - East Nimar,Total,"307,198","213,345",899,"2,800","9,111","34,118","46,135",790
District - East Nimar,Rural,"249,334","199,525",594,"2,067","3,139","24,269","19,486",254
District - East Nimar,Urban,"57,864","13,820",305,733,"5,972","9,849","26,649",536
District - Burhanpur,Total,"167,617","99,928",702,"1,336","5,003","21,130","39,258",260
District - Burhanpur,Rural,"109,619","81,577",458,702,"1,058","10,505","15,197",122
District - Burhanpur,Urban,"57,998","18,351",244,634,"3,945","10,625","24,061",138
STATE - MAHARASHTRA,Total,"29,596,106","10,157,652","116,707","300,691","2,530,922","5,097,126","11,034,705","358,303"
STATE - MAHARASHTRA,Rural,"15,796,550","9,164,863","65,430","155,515","1,283,118","2,189,030","2,783,554","155,040"
STATE - MAHARASHTRA,Urban,"13,799,556","992,789","51,277","145,176","1,247,804","2,908,096","8,251,151","203,263"
District - Nandurbar,Total,"372,551","260,390","2,284","2,871","11,146","27,745","66,419","1,696"
District - Nandurbar,Rural,"309,931","247,776","1,879","2,110","7,108","19,355","30,744",959
District - Nandurbar,Urban,"62,620","12,614",405,761,"4,038","8,390","35,675",737
District - Dhule,Total,"473,772","224,171","2,297","4,580","27,450","72,932","136,986","5,356"
District - Dhule,Rural,"343,266","209,993","1,859","3,370","16,517","53,024","56,069","2,434"
District - Dhule,Urban,"130,506","14,178",438,"1,210","10,933","19,908","80,917","2,922"
District - Jalgaon,Total,"1,050,105","404,870","8,426","14,072","35,221","215,771","363,340","8,405"
District - Jalgaon,Rural,"717,389","360,142","6,160","10,437","17,740","148,124","170,228","4,558"
District - Jalgaon,Urban,"332,716","44,728","2,266","3,635","17,481","67,647","193,112","3,847"
District - Buldana,Total,"669,802","388,247","1,895","6,339","21,700","139,863","108,488","3,270"
District - Buldana,Rural,"535,174","353,914","1,528","5,389","12,969","104,040","55,206","2,128"
District - Buldana,Urban,"134,628","34,333",367,950,"8,731","35,823","53,282","1,142"
District - Akola,Total,"465,855","238,735","1,626","5,950","25,292","94,163","94,936","5,153"
District - Akola,Rural,"290,794","197,264","1,010","3,912","10,995","51,147","24,029","2,437"
District - Akola,Urban,"175,061","41,471",616,"2,038","14,297","43,016","70,907","2,716"
District - Washim,Total,"310,647","195,543","1,243","4,704","16,383","53,646","36,883","2,245"
District - Washim,Rural,"260,061","180,110",965,"3,799","11,020","41,275","21,363","1,529"
District - Washim,Urban,"50,586","15,433",278,905,"5,363","12,371","15,520",716
District - Amravati,Total,"728,949","390,411","3,611","8,757","44,770","155,527","117,050","8,823"
District - Amravati,Rural,"480,387","334,147","2,583","5,781","21,248","84,120","27,734","4,774"
District - Amravati,Urban,"248,562","56,264","1,028","2,976","23,522","71,407","89,316","4,049"
District - Wardha,Total,"359,433","151,624","1,948","4,099","39,462","111,606","47,222","3,472"
District - Wardha,Rural,"250,521","136,479","1,317","3,461","24,297","70,160","12,587","2,220"
District - Wardha,Urban,"108,912","15,145",631,638,"15,165","41,446","34,635","1,252"
District - Nagpur,Total,"1,181,577","300,058","3,621","17,497","70,833","472,409","307,507","9,652"
District - Nagpur,Rural,"390,143","218,776","1,620","6,087","19,303","116,603","25,456","2,298"
District - Nagpur,Urban,"791,434","81,282","2,001","11,410","51,530","355,806","282,051","7,354"
District - Bhandara,Total,"325,162","203,858",830,"3,126","12,267","77,105","26,458","1,518"
District - Bhandara,Rural,"261,731","193,008",654,"2,596","6,146","50,271","8,096",960
District - Bhandara,Urban,"63,431","10,850",176,530,"6,121","26,834","18,362",558
District - Gondiya,Total,"357,806","269,962",660,"5,097","4,567","57,973","18,725",822
District - Gondiya,Rural,"298,951","254,080",546,"3,728","2,181","33,379","4,544",493
District - Gondiya,Urban,"58,855","15,882",114,"1,369","2,386","24,594","14,181",329
District - Garhchiroli,Total,"309,961","203,154","2,685","6,196","4,040","84,124","9,423",339
District - Garhchiroli,Rural,"277,385","196,921","2,525","5,687","3,623","64,714","3,621",294
District - Garhchiroli,Urban,"32,576","6,233",160,509,417,"19,410","5,802",45
District - Chandrapur,Total,"632,101","281,467","2,238","9,076","22,090","257,989","56,839","2,402"
