Name,Type,Total,Bank,Radio,Television,ComputerInternet,ComputerNoInternet,Landline,Mobile,Both,Bicycle,Scooter,Car
District - Tarn Taran,Urban," 25,967 "," 14,855 "," 5,615 "," 22,599 "," 1,545 "," 2,404 "," 1,375 "," 17,630 "," 2,002 "," 13,263 "," 11,485 "," 3,210 "
District - Rupnagar,Total," 132,854 "," 104,176 "," 18,003 "," 111,937 "," 6,600 "," 10,942 "," 9,268 "," 85,617 "," 19,540 "," 95,548 "," 72,313 "," 17,248 "
District - Rupnagar,Rural," 96,022 "," 73,645 "," 11,998 "," 78,828 "," 2,549 "," 5,137 "," 7,055 "," 62,601 "," 11,570 "," 72,976 "," 50,416 "," 9,270 "
District - Rupnagar,Urban," 36,832 "," 30,531 "," 6,005 "," 33,109 "," 4,051 "," 5,805 "," 2,213 "," 23,016 "," 7,970 "," 22,572 "," 21,897 "," 7,978 "
District - Sahibzada Ajit Singh Nagar,Total," 197,101 "," 151,403 "," 40,940 "," 170,839 "," 25,944 "," 24,913 "," 13,896 "," 130,990 "," 27,940 "," 118,842 "," 112,529 "," 49,154 "
District - Sahibzada Ajit Singh Nagar,Rural," 82,601 "," 55,909 "," 10,400 "," 67,914 "," 1,794 "," 4,926 "," 4,915 "," 56,456 "," 5,810 "," 58,992 "," 42,483 "," 9,388 "
District - Sahibzada Ajit Singh Nagar,Urban," 114,500 "," 95,494 "," 30,540 "," 102,925 "," 24,150 "," 19,987 "," 8,981 "," 74,534 "," 22,130 "," 59,850 "," 70,046 "," 39,766 "
District - Sangrur,Total," 314,030 "," 194,201 "," 28,532 "," 244,837 "," 10,736 "," 20,219 "," 29,806 "," 166,643 "," 56,086 "," 240,629 "," 146,931 "," 35,264 "
District - Sangrur,Rural," 215,367 "," 133,960 "," 20,358 "," 162,669 "," 4,408 "," 9,620 "," 22,975 "," 107,457 "," 39,884 "," 173,251 "," 98,605 "," 22,034 "
District - Sangrur,Urban," 98,663 "," 60,241 "," 8,174 "," 82,168 "," 6,328 "," 10,599 "," 6,831 "," 59,186 "," 16,202 "," 67,378 "," 48,326 "," 13,230 "
District - Barnala,Total," 112,276 "," 69,997 "," 13,098 "," 86,481 "," 3,501 "," 7,065 "," 8,035 "," 60,840 "," 20,332 "," 83,685 "," 49,472 "," 12,912 "
District - Barnala,Rural," 74,819 "," 46,127 "," 8,871 "," 55,761 "," 1,187 "," 3,082 "," 6,316 "," 38,692 "," 13,560 "," 58,454 "," 32,234 "," 7,565 "
District - Barnala,Urban," 37,457 "," 23,870 "," 4,227 "," 30,720 "," 2,314 "," 3,983 "," 1,719 "," 22,148 "," 6,772 "," 25,231 "," 17,238 "," 5,347 "
District - Chandigarh,Total," 235,061 "," 188,304 "," 65,936 "," 193,932 "," 44,283 "," 33,830 "," 14,027 "," 148,411 "," 47,345 "," 135,055 "," 109,701 "," 60,494 "
District - Chandigarh,Rural," 6,785 "," 4,516 "," 1,117 "," 4,861 ", 241 , 527 , 125 ," 5,558 ", 308 ," 4,129 "," 2,341 ", 519 
District - Chandigarh,Urban," 228,276 "," 183,788 "," 64,819 "," 189,071 "," 44,042 "," 33,303 "," 13,902 "," 142,853 "," 47,037 "," 130,926 "," 107,360 "," 59,975 "
District - Uttarkashi,Total," 66,558 "," 59,376 "," 8,373 "," 29,400 ", 602 ," 3,502 ", 882 ," 40,344 "," 1,794 "," 1,353 "," 4,046 "," 1,637 "
District - Uttarkashi,Rural," 61,149 "," 54,436 "," 7,965 "," 24,988 ", 417 ," 2,696 ", 787 ," 35,811 "," 1,387 ", 913 ," 2,844 "," 1,176 "
District - Uttarkashi,Urban," 5,409 "," 4,940 ", 408 ," 4,412 ", 185 , 806 , 95 ," 4,533 ", 407 , 440 ," 1,202 ", 461 
District - Chamoli,Total," 85,765 "," 74,868 "," 17,641 "," 46,579 ", 899 ," 4,683 "," 1,482 "," 53,380 "," 4,217 ", 861 ," 2,311 "," 2,516 "
District - Chamoli,Rural," 72,744 "," 62,847 "," 15,995 "," 35,994 ", 424 ," 3,282 "," 1,203 "," 43,309 "," 2,606 ", 385 ," 1,134 "," 1,493 "
District - Chamoli,Urban," 13,021 "," 12,021 "," 1,646 "," 10,585 ", 475 ," 1,401 ", 279 ," 10,071 "," 1,611 ", 476 ," 1,177 "," 1,023 "
District - Rudraprayag,Total," 53,492 "," 42,644 "," 9,107 "," 29,622 ", 418 ," 2,664 ", 891 ," 36,551 "," 2,615 ", 432 ," 1,529 "," 1,111 "
District - Rudraprayag,Rural," 51,064 "," 40,410 "," 8,926 "," 27,829 ", 354 ," 2,480 ", 836 ," 34,533 "," 2,439 ", 400 ," 1,270 ", 993 
District - Rudraprayag,Urban," 2,428 "," 2,234 ", 181 ," 1,793 ", 64 , 184 , 55 ," 2,018 ", 176 , 32 , 259 , 118 
District - Tehri Garhwal,Total," 133,494 "," 120,660 "," 17,689 "," 68,294 "," 1,366 "," 6,465 "," 2,164 "," 90,594 "," 5,447 "," 3,876 "," 9,697 "," 4,324 "
District - Tehri Garhwal,Rural," 116,988 "," 105,776 "," 16,245 "," 54,595 ", 651 ," 3,968 "," 1,893 "," 76,936 "," 3,767 "," 1,466 "," 4,727 "," 2,252 "
District - Tehri Garhwal,Urban," 16,506 "," 14,884 "," 1,444 "," 13,699 ", 715 ," 2,497 ", 271 ," 13,658 "," 1,680 "," 2,410 "," 4,970 "," 2,072 "
District - Dehradun,Total," 322,700 "," 270,511 "," 39,363 "," 260,368 "," 25,862 "," 45,337 "," 16,106 "," 217,406 "," 44,806 "," 129,863 "," 152,009 "," 48,070 "
District - Dehradun,Rural," 137,051 "," 109,509 "," 15,644 "," 96,685 "," 4,323 "," 12,674 "," 5,326 "," 92,888 "," 9,997 "," 57,082 "," 49,358 "," 10,531 "
District - Dehradun,Urban," 185,649 "," 161,002 "," 23,719 "," 163,683 "," 21,539 "," 32,663 "," 10,780 "," 124,518 "," 34,809 "," 72,781 "," 102,651 "," 37,539 "
District - Garhwal,Total," 161,688 "," 140,099 "," 34,536 "," 99,662 "," 2,633 "," 10,037 "," 4,149 "," 99,987 "," 9,643 "," 13,681 "," 15,468 "," 4,874 "
District - Garhwal,Rural," 137,102 "," 118,090 "," 31,461 "," 78,805 "," 1,244 "," 6,334 "," 3,000 "," 82,748 "," 5,594 "," 9,364 "," 8,515 "," 2,764 "
District - Garhwal,Urban," 24,586 "," 22,009 "," 3,075 "," 20,857 "," 1,389 "," 3,703 "," 1,149 "," 17,239 "," 4,049 "," 4,317 "," 6,953 "," 2,110 "
District - Pithoragarh,Total," 111,542 "," 94,933 "," 20,473 "," 58,954 "," 1,344 "," 6,588 "," 3,628 "," 58,592 "," 5,112 "," 1,600 "," 6,136 "," 3,008 "
District - Pithoragarh,Rural," 95,130 "," 80,183 "," 18,904 "," 44,866 ", 533 ," 3,922 "," 3,007 "," 46,139 "," 3,220 ", 665 ," 3,225 "," 1,840 "
District - Pithoragarh,Urban," 16,412 "," 14,750 "," 1,569 "," 14,088 ", 811 ," 2,666 ", 621 ," 12,453 "," 1,892 ", 935 ," 2,911 "," 1,168 "
District - Bageshwar,Total," 57,712 "," 47,424 "," 12,012 "," 25,873 ", 435 ," 3,160 ", 823 ," 32,980 "," 1,561 ", 975 ," 2,005 "," 1,149 "
District - Bageshwar,Rural," 55,748 "," 45,560 "," 11,824 "," 24,286 ", 357 ," 2,960 ", 776 ," 31,503 "," 1,427 ", 831 ," 1,686 ", 994 
District - Bageshwar,Urban," 1,964 "," 1,864 ", 188 ," 1,587 ", 78 , 200 , 47 ," 1,477 ", 134 , 144 , 319 , 155 
District - Almora,Total," 139,257 "," 118,996 "," 35,647 "," 70,237 "," 1,830 "," 8,028 "," 3,629 "," 86,810 "," 8,171 "," 2,673 "," 6,719 "," 3,396 "
District - Almora,Rural," 126,476 "," 106,949 "," 31,230 "," 59,021 ", 936 ," 5,638 "," 3,144 "," 78,116 "," 5,421 "," 1,742 "," 3,982 "," 2,151 "
District - Almora,Urban," 12,781 "," 12,047 "," 4,417 "," 11,216 ", 894 ," 2,390 ", 485 ," 8,694 "," 2,750 ", 931 ," 2,737 "," 1,245 "
District - Champawat,Total," 52,356 "," 40,863 "," 8,373 "," 22,588 ", 548 ," 2,611 "," 1,173 "," 28,298 "," 1,995 "," 7,523 "," 5,151 "," 1,387 "
District - Champawat,Rural," 44,386 "," 34,722 "," 7,436 "," 16,311 ", 272 ," 1,856 ", 929 ," 22,675 "," 1,328 "," 4,910 "," 3,351 ", 876
District - Champawat,Urban," 7,970 "," 6,141 ", 937 ," 6,277 ", 276 , 755 , 244 ," 5,623 ", 667 ," 2,613 "," 1,800 ", 511
District - Nainital,Total," 187,108 "," 146,892 "," 26,685 "," 125,994 "," 7,265 "," 19,005 "," 5,879 "," 122,791 "," 16,386 "," 57,123 "," 49,145 "," 13,800 "
District - Nainital,Rural," 112,670 "," 88,019 "," 18,875 "," 65,608 "," 2,225 "," 8,329 "," 3,015 "," 71,984 "," 6,814 "," 37,155 "," 23,532 "," 5,561 "
District - Nainital,Urban," 74,438 "," 58,873 "," 7,810 "," 60,386 "," 5,040 "," 10,676 "," 2,864 "," 50,807 "," 9,572 "," 19,968 "," 25,613 "," 8,239 "
District - Udham Singh Nagar,Total," 300,052 "," 217,507 "," 23,665 "," 192,243 "," 7,883 "," 20,170 "," 10,066 "," 205,913 "," 12,987 "," 194,624 "," 88,369 "," 16,841 "
District - Udham Singh Nagar,Rural," 194,695 "," 141,036 "," 17,147 "," 113,870 "," 3,577 "," 10,553 "," 6,134 "," 129,338 "," 6,256 "," 137,785 "," 53,442 "," 9,228 "
District - Udham Singh Nagar,Urban," 105,357 "," 76,471 "," 6,518 "," 78,373 "," 4,306 "," 9,617 "," 3,932 "," 76,575 "," 6,731 "," 56,839 "," 34,927 "," 7,613 "
District - Hardwar,Total," 325,344 "," 237,128 "," 37,296 "," 207,894 "," 11,947 "," 23,076 "," 12,490 "," 220,399 "," 17,455 "," 210,338 "," 114,469 "," 21,893 "
District - Hardwar,Rural," 199,642 "," 139,947 "," 21,684 "," 105,990 "," 2,209 "," 7,333 "," 5,271 "," 131,123 "," 4,203 "," 133,441 "," 54,453 "," 6,457 "
District - Hardwar,Urban," 125,702 "," 97,181 "," 15,612 "," 101,904 "," 9,738 "," 15,743 "," 7,219 "," 89,276 "," 13,252 "," 76,897 "," 60,016 "," 15,436 "
District - Panchkula,Total," 110,236 "," 87,819 "," 27,618 "," 88,378 "," 18,615 "," 13,559 "," 7,872 "," 60,941 "," 23,673 "," 42,737 "," 49,972 "," 29,497 "
District - Panchkula,Rural," 42,651 "," 31,724 "," 5,635 "," 30,073 ", 717 ," 2,212 "," 2,344 "," 26,831 "," 3,156 "," 13,700 "," 15,262 "," 3,246 "
District - Panchkula,Urban," 67,585 "," 56,095 "," 21,983 "," 58,305 "," 17,898 "," 11,347 "," 5,528 "," 34,110 "," 20,517 "," 29,037 "," 34,710 "," 26,251 "
District - Ambala,Total," 208,071 "," 152,316 "," 32,571 "," 172,034 "," 12,899 "," 19,868 "," 15,833 "," 124,292 "," 30,024 "," 133,676 "," 92,424 "," 26,122 "
District - Ambala,Rural," 112,525 "," 78,561 "," 15,956 "," 86,791 "," 2,446 "," 6,546 "," 7,313 "," 69,362 "," 9,898 "," 76,104 "," 42,629 "," 8,553 "
District - Ambala,Urban," 95,546 "," 73,755 "," 16,615 "," 85,243 "," 10,453 "," 13,322 "," 8,520 "," 54,930 "," 20,126 "," 57,572 "," 49,795 "," 17,569 "
District - Yamunanagar,Total," 228,163 "," 161,553 "," 27,474 "," 168,506 "," 8,079 "," 17,050 "," 10,257 "," 146,060 "," 19,109 "," 148,002 "," 87,959 "," 20,791 "
District - Yamunanagar,Rural," 133,009 "," 93,492 "," 15,195 "," 89,120 "," 1,610 "," 5,814 "," 4,858 "," 83,343 "," 7,326 "," 92,589 "," 47,593 "," 8,051 "
District - Yamunanagar,Urban," 95,154 "," 68,061 "," 12,279 "," 79,386 "," 6,469 "," 11,236 "," 5,399 "," 62,717 "," 11,783 "," 55,413 "," 40,366 "," 12,740 "
District - Kurukshetra,Total," 179,391 "," 127,686 "," 30,979 "," 143,316 "," 7,356 "," 14,595 "," 8,235 "," 119,559 "," 18,061 "," 107,683 "," 73,765 "," 20,261 "
District - Kurukshetra,Rural," 126,220 "," 87,221 "," 20,437 "," 96,893 "," 2,090 "," 6,472 "," 5,140 "," 84,234 "," 9,158 "," 78,412 "," 46,293 "," 9,950 "
District - Kurukshetra,Urban," 53,171 "," 40,465 "," 10,542 "," 46,423 "," 5,266 "," 8,123 "," 3,095 "," 35,325 "," 8,903 "," 29,271 "," 27,472 "," 10,311 "
District - Kaithal,Total," 200,221 "," 124,944 "," 36,696 "," 140,195 "," 3,724 "," 11,577 "," 6,044 "," 138,662 "," 8,646 "," 95,704 "," 59,238 "," 12,792 "
District - Kaithal,Rural," 154,438 "," 95,719 "," 30,298 "," 102,434 "," 1,523 "," 6,549 "," 4,269 "," 106,431 "," 4,633 "," 72,055 "," 41,595 "," 7,664 "
District - Kaithal,Urban," 45,783 "," 29,225 "," 6,398 "," 37,761 "," 2,201 "," 5,028 "," 1,775 "," 32,231 "," 4,013 "," 23,649 "," 17,643 "," 5,128 "
District - Karnal,Total," 284,551 "," 186,773 "," 39,322 "," 215,813 "," 11,163 "," 18,090 "," 9,579 "," 188,467 "," 17,819 "," 143,754 "," 108,101 "," 26,238 "
District - Karnal,Rural," 194,003 "," 121,715 "," 28,360 "," 137,046 "," 2,258 "," 7,628 "," 4,463 "," 128,403 "," 5,810 "," 100,091 "," 64,735 "," 10,793 "
District - Karnal,Urban," 90,548 "," 65,058 "," 10,962 "," 78,767 "," 8,905 "," 10,462 "," 5,116 "," 60,064 "," 12,009 "," 43,663 "," 43,366 "," 15,445 "
District - Panipat,Total," 220,388 "," 139,754 "," 26,625 "," 162,321 "," 10,024 "," 16,695 "," 8,489 "," 150,926 "," 13,262 "," 90,548 "," 74,923 "," 17,466 "
District - Panipat,Rural," 114,922 "," 76,228 "," 14,616 "," 78,729 "," 2,154 "," 5,498 "," 3,140 "," 78,461 "," 3,202 "," 48,564 "," 35,401 "," 5,738 "
District - Panipat,Urban," 105,466 "," 63,526 "," 12,009 "," 83,592 "," 7,870 "," 11,197 "," 5,349 "," 72,465 "," 10,060 "," 41,984 "," 39,522 "," 11,728 "
District - Sonipat,Total," 269,658 "," 191,265 "," 44,589 "," 192,317 "," 9,029 "," 21,668 "," 12,597 "," 177,741 "," 16,947 "," 119,029 "," 84,519 "," 22,367 "
District - Sonipat,Rural," 180,286 "," 124,953 "," 29,263 "," 119,766 "," 2,246 "," 9,818 "," 6,465 "," 118,279 "," 6,860 "," 75,296 "," 49,513 "," 10,111 "
District - Sonipat,Urban," 89,372 "," 66,312 "," 15,326 "," 72,551 "," 6,783 "," 11,850 "," 6,132 "," 59,462 "," 10,087 "," 43,733 "," 35,006 "," 12,256 "
District - Jind,Total," 244,582 "," 154,031 "," 40,480 "," 160,742 "," 5,263 "," 18,487 "," 11,087 "," 168,445 "," 14,045 "," 113,068 "," 61,694 "," 15,836 "
District - Jind,Rural," 187,059 "," 116,430 "," 33,024 "," 114,453 "," 1,982 "," 10,153 "," 7,512 "," 128,134 "," 8,659 "," 81,571 "," 40,860 "," 8,705 "
District - Jind,Urban," 57,523 "," 37,601 "," 7,456 "," 46,289 "," 3,281 "," 8,334 "," 3,575 "," 40,311 "," 5,386 "," 31,497 "," 20,834 "," 7,131 "
District - Fatehabad,Total," 176,094 "," 112,594 "," 29,817 "," 107,042 "," 3,210 "," 9,932 "," 4,347 "," 120,937 "," 10,912 "," 86,268 "," 52,633 "," 14,030 "
District - Fatehabad,Rural," 141,266 "," 91,325 "," 26,942 "," 78,156 "," 1,493 "," 5,819 "," 3,270 "," 97,395 "," 6,430 "," 68,955 "," 38,383 "," 9,749 "
District - Fatehabad,Urban," 34,828 "," 21,269 "," 2,875 "," 28,886 "," 1,717 "," 4,113 "," 1,077 "," 23,542 "," 4,482 "," 17,313 "," 14,250 "," 4,281 "
District - Sirsa,Total," 240,217 "," 148,229 "," 45,101 "," 150,315 "," 6,287 "," 16,419 "," 7,898 "," 165,463 "," 17,622 "," 117,760 "," 75,692 "," 24,468 "
District - Sirsa,Rural," 178,789 "," 109,976 "," 37,349 "," 99,763 "," 2,134 "," 8,579 "," 4,897 "," 123,838 "," 9,863 "," 85,553 "," 49,255 "," 16,280 "
District - Sirsa,Urban," 61,428 "," 38,253 "," 7,752 "," 50,552 "," 4,153 "," 7,840 "," 3,001 "," 41,625 "," 7,759 "," 32,207 "," 26,437 "," 8,188 "
District - Hisar,Total," 325,046 "," 219,848 "," 65,713 "," 202,588 "," 10,132 "," 23,268 "," 11,379 "," 231,246 "," 16,651 "," 147,721 "," 90,721 "," 24,642 "
District - Hisar,Rural," 221,028 "," 145,707 "," 48,132 "," 117,812 "," 1,809 "," 9,195 "," 5,828 "," 157,784 "," 6,555 "," 91,074 "," 47,405 "," 10,074 "
District - Hisar,Urban," 104,018 "," 74,141 "," 17,581 "," 84,776 "," 8,323 "," 14,073 "," 5,551 "," 73,462 "," 10,096 "," 56,647 "," 43,316 "," 14,568 "
District - Bhiwani,Total," 308,812 "," 200,781 "," 58,375 "," 176,336 "," 5,292 "," 19,944 "," 10,057 "," 221,159 "," 11,502 "," 99,232 "," 66,069 "," 16,793 "
District - Bhiwani,Rural," 245,761 "," 158,408 "," 48,411 "," 126,571 "," 2,088 "," 12,414 "," 6,761 "," 175,555 "," 6,601 "," 65,523 "," 44,761 "," 11,093 "
District - Bhiwani,Urban," 63,051 "," 42,373 "," 9,964 "," 49,765 "," 3,204 "," 7,530 "," 3,296 "," 45,604 "," 4,901 "," 33,709 "," 21,308 "," 5,700 "
District - Rohtak,Total," 202,933 "," 151,930 "," 39,834 "," 150,160 "," 8,482 "," 18,743 "," 9,432 "," 137,267 "," 13,922 "," 91,682 "," 63,575 "," 16,545 "
District - Rohtak,Rural," 115,506 "," 85,515 "," 20,491 "," 76,659 "," 1,333 "," 6,261 "," 4,389 "," 77,745 "," 4,266 "," 47,656 "," 25,742 "," 4,733 "
District - Rohtak,Urban," 87,427 "," 66,415 "," 19,343 "," 73,501 "," 7,149 "," 12,482 "," 5,043 "," 59,522 "," 9,656 "," 44,026 "," 37,833 "," 11,812 "
District - Jhajjar,Total," 183,400 "," 136,104 "," 40,791 "," 128,007 "," 5,034 "," 14,207 "," 11,057 "," 123,227 "," 10,748 "," 69,952 "," 52,868 "," 14,298 "
District - Jhajjar,Rural," 134,340 "," 99,650 "," 27,295 "," 88,486 "," 1,831 "," 7,868 "," 7,999 "," 89,268 "," 5,912 "," 47,757 "," 36,191 "," 8,097 "
District - Jhajjar,Urban," 49,060 "," 36,454 "," 13,496 "," 39,521 "," 3,203 "," 6,339 "," 3,058 "," 33,959 "," 4,836 "," 22,195 "," 16,677 "," 6,201 "
District - Mahendragarh,Total," 168,525 "," 117,225 "," 25,809 "," 88,012 "," 2,624 "," 11,284 "," 5,274 "," 119,066 "," 9,313 "," 54,810 "," 45,775 "," 8,538 "
District - Mahendragarh,Rural," 145,235 "," 101,290 "," 23,507 "," 70,106 "," 1,601 "," 8,673 "," 4,046 "," 104,081 "," 6,531 "," 44,687 "," 37,108 "," 6,415 "
District - Mahendragarh,Urban," 23,290 "," 15,935 "," 2,302 "," 17,906 "," 1,023 "," 2,611 "," 1,228 "," 14,985 "," 2,782 "," 10,123 "," 8,667 "," 2,123 "
District - Rewari,Total," 169,128 "," 134,978 "," 28,534 "," 108,753 "," 5,121 "," 12,971 "," 8,629 "," 113,600 "," 14,923 "," 71,366 "," 58,897 "," 12,161 "
District - Rewari,Rural," 126,261 "," 101,312 "," 22,327 "," 74,020 "," 2,019 "," 7,637 "," 6,051 "," 84,434 "," 9,649 "," 51,324 "," 40,470 "," 7,031 "
District - Rewari,Urban," 42,867 "," 33,666 "," 6,207 "," 34,733 "," 3,102 "," 5,334 "," 2,578 "," 29,166 "," 5,274 "," 20,042 "," 18,427 "," 5,130 "
District - Gurgaon,Total," 320,642 "," 250,865 "," 83,772 "," 248,024 "," 67,087 "," 35,256 "," 19,984 "," 201,135 "," 53,812 "," 103,261 "," 131,478 "," 92,934 "
District - Gurgaon,Rural," 88,013 "," 68,039 "," 14,113 "," 57,910 "," 1,615 "," 5,710 "," 2,612 "," 63,551 "," 2,690 "," 26,277 "," 32,495 "," 9,177 "
District - Gurgaon,Urban," 232,629 "," 182,826 "," 69,659 "," 190,114 "," 65,472 "," 29,546 "," 17,372 "," 137,584 "," 51,122 "," 76,984 "," 98,983 "," 83,757 "
District - Mewat,Total," 157,020 "," 64,127 "," 14,156 "," 27,367 ", 935 ," 9,564 "," 2,341 "," 107,323 "," 2,304 "," 37,702 "," 33,748 "," 6,220 "
District - Mewat,Rural," 137,261 "," 52,465 "," 11,918 "," 17,228 ", 505 ," 8,191 "," 1,816 "," 93,487 "," 1,520 "," 32,267 "," 28,667 "," 4,851 "
District - Mewat,Urban," 19,759 "," 11,662 "," 2,238 "," 10,139 ", 430 ," 1,373 ", 525 ," 13,836 ", 784 ," 5,435 "," 5,081 "," 1,369 "
District - Faridabad,Total," 353,066 "," 250,876 "," 67,341 "," 279,652 "," 43,437 "," 39,236 "," 20,485 "," 240,316 "," 42,136 "," 170,927 "," 152,884 "," 63,470 "
District - Faridabad,Rural," 60,315 "," 40,947 "," 6,717 "," 39,333 "," 1,213 "," 4,141 "," 2,325 "," 40,707 "," 1,774 "," 26,422 "," 25,316 "," 5,592 "
District - Faridabad,Urban," 292,751 "," 209,929 "," 60,624 "," 240,319 "," 42,224 "," 35,095 "," 18,160 "," 199,609 "," 40,362 "," 144,505 "," 127,568 "," 57,878 "
District - Palwal,Total," 167,810 "," 100,598 "," 15,928 "," 93,313 "," 4,283 "," 12,453 "," 9,969 "," 101,535 "," 9,718 "," 67,580 "," 55,825 "," 10,185 "
District - Palwal,Rural," 127,165 "," 74,499 "," 11,275 "," 61,270 "," 1,209 "," 7,914 "," 6,256 "," 76,964 "," 5,529 "," 49,810 "," 39,076 "," 5,344 "
District - Palwal,Urban," 40,645 "," 26,099 "," 4,653 "," 32,043 "," 3,074 "," 4,539 "," 3,713 "," 24,571 "," 4,189 "," 17,770 "," 16,749 "," 4,841 "
District - North West,Total," 730,034 "," 534,173 "," 225,342 "," 631,015 "," 114,044 "," 74,832 "," 34,818 "," 476,276 "," 125,209 "," 235,402 "," 263,624 "," 152,362 "
District - North West,Rural," 41,486 "," 27,622 "," 8,466 "," 32,852 "," 1,490 "," 3,292 "," 1,469 "," 28,394 "," 2,380 "," 16,252 "," 13,300 "," 3,883 "
District - North West,Urban," 688,548 "," 506,551 "," 216,876 "," 598,163 "," 112,554 "," 71,540 "," 33,349 "," 447,882 "," 122,829 "," 219,150 "," 250,324 "," 148,479 "
District - North,Total," 175,890 "," 138,505 "," 52,360 "," 156,786 "," 21,418 "," 19,125 "," 8,053 "," 129,478 "," 23,026 "," 45,555 "," 63,424 "," 25,574 "
District - North,Rural," 3,184 "," 2,721 ", 683 ," 2,902 ", 75 , 228 , 214 ," 2,603 ", 80 ," 1,108 "," 1,258 ", 192 
District - North,Urban," 172,706 "," 135,784 "," 51,677 "," 153,884 "," 21,343 "," 18,897 "," 7,839 "," 126,875 "," 22,946 "," 44,447 "," 62,166 "," 25,382 "
District - North East,Total," 395,060 "," 274,696 "," 101,469 "," 349,535 "," 30,390 "," 39,027 "," 17,023 "," 303,589 "," 36,405 "," 143,358 "," 152,678 "," 37,482 "
District - North East,Rural," 3,720 "," 2,532 "," 1,554 "," 3,103 ", 105 , 204 , 297 ," 2,751 ", 93 ," 1,772 "," 1,427 ", 401 
District - North East,Urban," 391,340 "," 272,164 "," 99,915 "," 346,432 "," 30,285 "," 38,823 "," 16,726 "," 300,838 "," 36,312 "," 141,586 "," 151,251 "," 37,081 "
District - East,Total," 354,385 "," 300,624 "," 148,483 "," 320,151 "," 80,037 "," 47,428 "," 21,876 "," 228,268 "," 79,700 "," 103,064 "," 162,670 "," 87,499 "
District - East,Rural, 827 , 822 , 377 , 794 , 345 , 185 , 51 , 516 , 257 , 210 , 482 , 370 
District - East,Urban," 353,558 "," 299,802 "," 148,106 "," 319,357 "," 79,692 "," 47,243 "," 21,825 "," 227,752 "," 79,443 "," 102,854 "," 162,188 "," 87,129 "
District - New Delhi,Total," 30,385 "," 26,218 "," 10,803 "," 26,397 "," 7,366 "," 4,582 "," 2,127 "," 19,610 "," 6,183 "," 11,029 "," 10,268 "," 7,248 "
District - New Delhi,Rural, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
District - New Delhi,Urban," 30,385 "," 26,218 "," 10,803 "," 26,397 "," 7,366 "," 4,582 "," 2,127 "," 19,610 "," 6,183 "," 11,029 "," 10,268 "," 7,248 "
District - Central,Total," 114,587 "," 86,343 "," 39,419 "," 102,933 "," 19,724 "," 10,903 "," 6,618 "," 77,630 "," 19,937 "," 17,214 "," 39,119 "," 21,001 "
District - Central,Rural, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
District - Central,Urban," 114,587 "," 86,343 "," 39,419 "," 102,933 "," 19,724 "," 10,903 "," 6,618 "," 77,630 "," 19,937 "," 17,214 "," 39,119 "," 21,001 "
District - West,Total," 523,703 "," 411,972 "," 173,913 "," 468,163 "," 109,666 "," 61,336 "," 26,264 "," 335,857 "," 114,857 "," 150,955 "," 218,843 "," 134,587 "
District - West,Rural," 1,151 ", 966 , 314 ," 1,046 ", 29 , 65 , 38 , 927 , 94 , 710 , 648 , 224 
District - West,Urban," 522,552 "," 411,006 "," 173,599 "," 467,117 "," 109,637 "," 61,271 "," 26,226 "," 334,930 "," 114,763 "," 150,245 "," 218,195 "," 134,363 "
District - South West,Total," 462,772 "," 379,708 "," 164,683 "," 402,661 "," 94,853 "," 61,782 "," 23,937 "," 317,773 "," 84,219 "," 164,362 "," 183,150 "," 105,425 "
District - South West,Rural," 26,493 "," 21,877 "," 7,198 "," 23,136 "," 1,244 "," 2,977 "," 1,252 "," 20,823 "," 1,608 "," 14,063 "," 12,480 "," 3,089 "
District - South West,Urban," 436,279 "," 357,831 "," 157,485 "," 379,525 "," 93,609 "," 58,805 "," 22,685 "," 296,950 "," 82,611 "," 150,299 "," 170,670 "," 102,336 "
District - South,Total," 553,722 "," 443,063 "," 198,605 "," 481,782 "," 111,453 "," 64,982 "," 30,607 "," 391,300 "," 91,135 "," 151,260 "," 204,607 "," 121,101 "
District - South,Rural," 2,254 "," 1,639 ", 827 ," 1,818 ", 227 , 134 , 53 ," 1,713 ", 216 , 868 , 849 , 403 
District - South,Urban," 551,468 "," 441,424 "," 197,778 "," 479,964 "," 111,226 "," 64,848 "," 30,554 "," 389,587 "," 90,919 "," 150,392 "," 203,758 "," 120,698 "
District - Ganganagar,Total," 373,877 "," 288,820 "," 75,327 "," 181,616 "," 6,295 "," 18,606 "," 8,003 "," 245,365 "," 31,301 "," 149,905 "," 85,320 "," 21,515 "
District - Ganganagar,Rural," 269,763 "," 221,004 "," 61,366 "," 105,366 "," 1,849 "," 7,686 "," 5,231 "," 178,613 "," 17,642 "," 97,864 "," 48,413 "," 13,301 "
District - Ganganagar,Urban," 104,114 "," 67,816 "," 13,961 "," 76,250 "," 4,446 "," 10,920 "," 2,772 "," 66,752 "," 13,659 "," 52,041 "," 36,907 "," 8,214 "
District - Hanumangarh,Total," 328,871 "," 227,879 "," 56,817 "," 140,280 "," 3,360 "," 12,857 "," 6,353 "," 221,056 "," 22,065 "," 93,418 "," 56,973 "," 16,537 "
