Name,Type,Total,TapwaterTreated,TapwaterUntreated,CoveredWell,UncoveredWell,Handpump,Tubewell,Spring,River,Tank,Other
District - Karbi Anglong,Urban," 24,118 "," 3,681 ", 539 ," 1,745 "," 10,796 "," 4,345 "," 2,123 ", 216 , 98 , 73 , 502 
District - Dima Hasao,Total," 42,888 "," 8,007 "," 2,805 "," 2,738 "," 11,120 ", 83 , 65 ," 5,984 "," 9,462 "," 1,367 "," 1,257 "
District - Dima Hasao,Rural," 29,499 "," 2,602 "," 1,913 "," 1,877 "," 8,861 ", 41 , 52 ," 3,281 "," 8,806 "," 1,058 "," 1,008 "
District - Dima Hasao,Urban," 13,389 "," 5,405 ", 892 , 861 ," 2,259 ", 42 , 13 ," 2,703 ", 656 , 309 , 249 
District - Cachar,Total," 368,043 "," 126,712 "," 7,448 "," 7,162 "," 98,179 "," 6,995 "," 11,692 "," 8,090 "," 39,475 "," 60,245 "," 2,045 "
District - Cachar,Rural," 299,194 "," 83,148 "," 4,891 "," 6,339 "," 94,038 "," 3,007 "," 4,707 "," 8,037 "," 35,957 "," 57,477 "," 1,593 "
District - Cachar,Urban," 68,849 "," 43,564 "," 2,557 ", 823 ," 4,141 "," 3,988 "," 6,985 ", 53 ," 3,518 "," 2,768 ", 452 
District - Karimganj,Total," 247,247 "," 24,692 "," 7,192 "," 5,354 "," 54,614 "," 21,326 "," 17,639 "," 4,523 "," 23,667 "," 84,284 "," 3,956 "
District - Karimganj,Rural," 223,720 "," 13,914 "," 4,565 "," 4,924 "," 53,568 "," 19,591 "," 14,753 "," 4,496 "," 23,038 "," 81,087 "," 3,784 "
District - Karimganj,Urban," 23,527 "," 10,778 "," 2,627 ", 430 ," 1,046 "," 1,735 "," 2,886 ", 27 , 629 ," 3,197 ", 172 
District - Hailakandi,Total," 143,567 "," 22,571 "," 2,288 "," 1,383 "," 24,726 "," 4,282 "," 5,379 "," 9,712 "," 15,503 "," 55,524 "," 2,199 "
District - Hailakandi,Rural," 133,055 "," 15,793 "," 2,202 "," 1,329 "," 24,657 "," 3,656 "," 3,963 "," 9,701 "," 15,450 "," 54,165 "," 2,139 "
District - Hailakandi,Urban," 10,512 "," 6,778 ", 86 , 54 , 69 , 626 ," 1,416 ", 11 , 53 ," 1,359 ", 60 
District - Bongaigaon,Total," 150,287 "," 8,067 ", 818 ," 2,284 "," 46,422 "," 75,343 "," 10,563 ", 418 ," 2,463 ", 159 ," 3,750 "
District - Bongaigaon,Rural," 124,874 "," 1,478 ", 404 ," 1,187 "," 38,788 "," 69,545 "," 6,964 ", 385 ," 2,427 ", 155 ," 3,541 "
District - Bongaigaon,Urban," 25,413 "," 6,589 ", 414 ," 1,097 "," 7,634 "," 5,798 "," 3,599 ", 33 , 36 , 4 , 209 
District - Chirang,Total," 97,259 "," 1,923 "," 1,065 "," 2,196 "," 41,035 "," 33,951 "," 8,255 "," 1,215 "," 2,572 ", 308 ," 4,739 "
District - Chirang,Rural," 89,657 "," 1,653 ", 934 ," 2,038 "," 38,797 "," 30,888 "," 6,853 "," 1,211 "," 2,564 ", 303 ," 4,416 "
District - Chirang,Urban," 7,602 ", 270 , 131 , 158 ," 2,238 "," 3,063 "," 1,402 ", 4 , 8 , 5 , 323 
District - Kamrup,Total," 305,342 "," 9,290 "," 1,840 "," 3,506 "," 36,031 "," 237,058 "," 5,577 "," 4,528 "," 2,846 ", 412 ," 4,254 "
District - Kamrup,Rural," 274,590 "," 5,254 "," 1,550 "," 2,532 "," 33,396 "," 215,344 "," 5,068 "," 4,430 "," 2,776 ", 390 ," 3,850 "
District - Kamrup,Urban," 30,752 "," 4,036 ", 290 , 974 ," 2,635 "," 21,714 ", 509 , 98 , 70 , 22 , 404 
District - Kamrup Metropolitan,Total," 290,388 "," 78,710 "," 8,299 "," 36,502 "," 66,100 "," 41,608 "," 42,978 "," 10,174 "," 2,338 ", 616 ," 3,063 "
District - Kamrup Metropolitan,Rural," 42,247 "," 4,349 "," 1,327 "," 1,760 "," 19,262 "," 8,803 ", 579 ," 3,908 "," 1,880 ", 169 , 210 
District - Kamrup Metropolitan,Urban," 248,141 "," 74,361 "," 6,972 "," 34,742 "," 46,838 "," 32,805 "," 42,399 "," 6,266 ", 458 , 447 ," 2,853 "
District - Nalbari,Total," 155,352 "," 3,944 ", 429 , 799 ," 2,272 "," 143,370 "," 1,234 ", 7 ," 1,134 ", 224 ," 1,939 "
District - Nalbari,Rural," 137,639 "," 2,068 ", 362 , 679 ," 1,850 "," 128,817 ", 932 , 5 ," 1,123 ", 209 ," 1,594 "
District - Nalbari,Urban," 17,713 "," 1,876 ", 67 , 120 , 422 ," 14,553 ", 302 , 2 , 11 , 15 , 345 
District - Baksa,Total," 190,667 "," 3,351 "," 1,784 "," 1,760 "," 41,955 "," 123,573 "," 6,036 "," 1,706 "," 6,254 ", 691 ," 3,557 "
District - Baksa,Rural," 188,191 "," 3,287 "," 1,779 "," 1,749 "," 41,907 "," 121,573 "," 5,705 "," 1,706 "," 6,254 ", 689 ," 3,542 "
District - Baksa,Urban," 2,476 ", 64 , 5 , 11 , 48 ," 2,000 ", 331 , -   , -   , 2 , 15 
District - Darrang,Total," 188,052 "," 4,075 ", 790 , 803 ," 9,761 "," 155,348 "," 7,467 ", 216 ," 3,593 "," 1,467 "," 4,532 "
District - Darrang,Rural," 175,393 "," 3,238 ", 600 , 696 ," 9,417 "," 145,086 "," 6,658 ", 213 ," 3,527 "," 1,461 "," 4,497 "
District - Darrang,Urban," 12,659 ", 837 , 190 , 107 , 344 ," 10,262 ", 809 , 3 , 66 , 6 , 35 
District - Udalguri,Total," 168,047 "," 14,360 "," 1,941 "," 2,111 "," 41,088 "," 85,901 "," 5,226 "," 2,619 "," 8,825 "," 2,317 "," 3,659 "
District - Udalguri,Rural," 159,630 "," 13,654 "," 1,875 "," 2,043 "," 38,961 "," 80,952 "," 4,857 "," 2,619 "," 8,742 "," 2,315 "," 3,612 "
District - Udalguri,Urban," 8,417 ", 706 , 66 , 68 ," 2,127 "," 4,949 ", 369 , -   , 83 , 2 , 47 
District - Pashchim Champaran,Total," 708,065 "," 13,557 "," 6,020 "," 2,186 "," 5,830 "," 671,641 "," 2,006 ", 67 , 521 , 645 ," 5,592 "
District - Pashchim Champaran,Rural," 635,151 "," 9,749 "," 4,872 "," 1,954 "," 5,693 "," 606,246 "," 1,267 ", 44 , 391 , 506 ," 4,429 "
District - Pashchim Champaran,Urban," 72,914 "," 3,808 "," 1,148 ", 232 , 137 ," 65,395 ", 739 , 23 , 130 , 139 ," 1,163 "
District - Purba Champaran,Total," 984,303 "," 12,061 "," 8,249 "," 3,896 "," 6,973 "," 942,828 "," 2,653 ", 96 , 471 ," 1,075 "," 6,001 "
District - Purba Champaran,Rural," 913,167 "," 8,849 "," 5,835 "," 3,475 "," 6,652 "," 880,348 "," 1,457 ", 79 , 447 , 974 ," 5,051 "
District - Purba Champaran,Urban," 71,136 "," 3,212 "," 2,414 ", 421 , 321 ," 62,480 "," 1,196 ", 17 , 24 , 101 , 950 
District - Sheohar,Total," 148,889 "," 1,337 ", 754 , 470 , 389 ," 144,645 ", 371 , 10 , 55 , 140 , 718 
District - Sheohar,Rural," 143,121 "," 1,271 ", 715 , 442 , 385 ," 139,162 ", 358 , 9 , 49 , 112 , 618 
District - Sheohar,Urban," 5,768 ", 66 , 39 , 28 , 4 ," 5,483 ", 13 , 1 , 6 , 28 , 100 
District - Sitamarhi,Total," 733,083 "," 6,826 "," 4,166 "," 2,422 "," 2,238 "," 706,850 "," 3,523 ", 64 , 302 , 542 ," 6,150 "
District - Sitamarhi,Rural," 696,184 "," 5,456 "," 3,308 "," 2,318 "," 2,137 "," 673,486 "," 3,093 ", 56 , 292 , 505 ," 5,533 "
District - Sitamarhi,Urban," 36,899 "," 1,370 ", 858 , 104 , 101 ," 33,364 ", 430 , 8 , 10 , 37 , 617 
District - Madhubani,Total," 901,539 "," 12,297 "," 7,478 "," 6,540 "," 2,224 "," 828,707 "," 30,900 ", 349 , 546 ," 1,258 "," 11,240 "
District - Madhubani,Rural," 871,575 "," 11,434 "," 7,019 "," 6,236 "," 2,185 "," 803,140 "," 28,993 ", 332 , 516 ," 1,216 "," 10,504 "
District - Madhubani,Urban," 29,964 ", 863 , 459 , 304 , 39 ," 25,567 "," 1,907 ", 17 , 30 , 42 , 736 
District - Supaul,Total," 440,804 "," 3,749 "," 1,624 "," 1,129 "," 1,260 "," 413,431 "," 12,245 ", 43 , 265 , 424 ," 6,634 "
District - Supaul,Rural," 420,420 "," 3,443 "," 1,525 "," 1,101 "," 1,237 "," 394,646 "," 11,436 ", 40 , 262 , 417 ," 6,313 "
District - Supaul,Urban," 20,384 ", 306 , 99 , 28 , 23 ," 18,785 ", 809 , 3 , 3 , 7 , 321 
District - Araria,Total," 561,455 "," 5,343 "," 2,713 "," 1,218 ", 718 ," 488,309 "," 54,827 ", 34 , 611 , 511 ," 7,171 "
District - Araria,Rural," 529,611 "," 4,421 "," 2,077 "," 1,131 ", 676 ," 463,334 "," 50,332 ", 27 , 548 , 456 ," 6,609 "
District - Araria,Urban," 31,844 ", 922 , 636 , 87 , 42 ," 24,975 "," 4,495 ", 7 , 63 , 55 , 562 
District - Kishanganj,Total," 335,711 "," 2,960 "," 1,304 ", 741 ," 7,220 "," 285,863 "," 29,710 ", 17 , 527 , 323 ," 7,046 "
District - Kishanganj,Rural," 304,695 "," 1,932 ", 872 , 678 ," 6,972 "," 260,818 "," 26,161 ", 17 , 514 , 258 ," 6,473 "
District - Kishanganj,Urban," 31,016 "," 1,028 ", 432 , 63 , 248 ," 25,045 "," 3,549 ", -   , 13 , 65 , 573 
District - Purnia,Total," 640,713 "," 8,050 "," 4,281 "," 1,739 "," 1,415 "," 546,851 "," 59,597 ", 37 ," 1,390 ", 836 ," 16,517 "
District - Purnia,Rural," 576,602 "," 4,687 "," 2,095 "," 1,531 "," 1,305 "," 503,757 "," 45,997 ", 21 ," 1,310 ", 759 ," 15,140 "
District - Purnia,Urban," 64,111 "," 3,363 "," 2,186 ", 208 , 110 ," 43,094 "," 13,600 ", 16 , 80 , 77 ," 1,377 "
District - Katihar,Total," 617,063 "," 9,770 "," 4,040 "," 1,752 "," 3,749 "," 535,555 "," 44,891 ", 61 , 916 , 480 ," 15,849 "
District - Katihar,Rural," 563,679 "," 4,656 "," 1,860 "," 1,450 "," 2,309 "," 497,864 "," 39,552 ", 46 , 894 , 409 ," 14,639 "
District - Katihar,Urban," 53,384 "," 5,114 "," 2,180 ", 302 ," 1,440 "," 37,691 "," 5,339 ", 15 , 22 , 71 ," 1,210 "
District - Madhepura,Total," 401,001 "," 4,508 "," 1,880 "," 1,167 "," 1,604 "," 375,819 "," 9,086 ", 70 , 148 , 283 ," 6,436 "
District - Madhepura,Rural," 383,792 "," 4,033 "," 1,690 "," 1,068 "," 1,538 "," 360,436 "," 8,563 ", 52 , 142 , 254 ," 6,016 "
District - Madhepura,Urban," 17,209 ", 475 , 190 , 99 , 66 ," 15,383 ", 523 , 18 , 6 , 29 , 420 
District - Saharsa,Total," 368,212 "," 4,415 "," 2,214 "," 1,035 "," 3,285 "," 338,766 "," 10,505 ", 104 , 299 , 308 ," 7,281 "
District - Saharsa,Rural," 339,776 "," 3,436 "," 1,573 ", 918 ," 3,249 "," 314,926 "," 8,429 ", 35 , 241 , 237 ," 6,732 "
District - Saharsa,Urban," 28,436 ", 979 , 641 , 117 , 36 ," 23,840 "," 2,076 ", 69 , 58 , 71 , 549 
District - Darbhanga,Total," 805,786 "," 13,083 "," 6,416 "," 3,175 ", 868 ," 732,449 "," 38,607 ", 111 , 860 ," 1,245 "," 8,972 "
District - Darbhanga,Rural," 732,270 "," 9,883 "," 4,959 "," 2,911 ", 831 ," 671,548 "," 32,295 ", 101 , 803 ," 1,125 "," 7,814 "
District - Darbhanga,Urban," 73,516 "," 3,200 "," 1,457 ", 264 , 37 ," 60,901 "," 6,312 ", 10 , 57 , 120 ," 1,158 "
District - Muzaffarpur,Total," 947,863 "," 28,866 "," 15,255 "," 7,931 "," 6,804 "," 847,806 "," 27,130 ", 209 , 570 ," 1,455 "," 11,837 "
District - Muzaffarpur,Rural," 859,579 "," 13,603 "," 9,685 "," 7,320 "," 6,492 "," 794,897 "," 15,024 ", 164 , 507 ," 1,262 "," 10,625 "
District - Muzaffarpur,Urban," 88,284 "," 15,263 "," 5,570 ", 611 , 312 ," 52,909 "," 12,106 ", 45 , 63 , 193 ," 1,212 "
District - Gopalganj,Total," 421,727 "," 11,448 "," 5,037 "," 1,959 ", 950 ," 398,240 ", 786 , 70 , 229 , 417 ," 2,591 "
District - Gopalganj,Rural," 396,391 "," 10,088 "," 4,298 "," 1,886 ", 902 ," 375,671 ", 378 , 70 , 217 , 403 ," 2,478 "
District - Gopalganj,Urban," 25,336 "," 1,360 ", 739 , 73 , 48 ," 22,569 ", 408 , -   , 12 , 14 , 113 
District - Siwan,Total," 544,879 "," 13,978 "," 5,065 "," 2,065 "," 1,883 "," 517,194 "," 1,279 ", 58 , 259 , 413 ," 2,685 "
District - Siwan,Rural," 516,701 "," 12,427 "," 4,266 "," 1,972 "," 1,847 "," 492,370 ", 627 , 54 , 240 , 397 ," 2,501 "
District - Siwan,Urban," 28,178 "," 1,551 ", 799 , 93 , 36 ," 24,824 ", 652 , 4 , 19 , 16 , 184 
District - Saran (chhapra),Total," 641,742 "," 20,535 "," 7,298 "," 4,004 "," 24,127 "," 573,321 "," 5,389 ", 71 , 435 , 404 ," 6,158 "
District - Saran (chhapra),Rural," 585,844 "," 13,461 "," 5,416 "," 3,603 "," 21,466 "," 533,472 "," 2,122 ", 64 , 358 , 337 ," 5,545 "
District - Saran (chhapra),Urban," 55,898 "," 7,074 "," 1,882 ", 401 ," 2,661 "," 39,849 "," 3,267 ", 7 , 77 , 67 , 613 
District - Vaishali,Total," 632,626 "," 11,725 "," 6,434 "," 5,275 "," 31,303 "," 558,727 "," 11,051 ", 183 , 458 , 909 ," 6,561 "
District - Vaishali,Rural," 595,165 "," 8,607 "," 5,419 "," 4,877 "," 28,535 "," 531,891 "," 8,410 ", 169 , 439 , 851 ," 5,967 "
District - Vaishali,Urban," 37,461 "," 3,118 "," 1,015 ", 398 ," 2,768 "," 26,836 "," 2,641 ", 14 , 19 , 58 , 594 
District - Samastipur,Total," 850,353 "," 13,437 "," 6,948 "," 3,418 "," 20,018 "," 762,363 "," 34,740 ", 100 , 542 ," 1,090 "," 7,697 "
District - Samastipur,Rural," 822,111 "," 10,344 "," 5,650 "," 3,293 "," 19,730 "," 742,155 "," 31,986 ", 99 , 515 , 924 ," 7,415 "
District - Samastipur,Urban," 28,242 "," 3,093 "," 1,298 ", 125 , 288 ," 20,208 "," 2,754 ", 1 , 27 , 166 , 282 
District - Begusarai,Total," 596,110 "," 14,859 "," 6,525 "," 2,799 "," 14,845 "," 542,776 "," 4,641 ", 135 , 211 , 658 ," 8,661 "
District - Begusarai,Rural," 488,062 "," 8,131 "," 4,376 "," 2,185 "," 12,908 "," 449,693 "," 2,531 ", 98 , 170 , 500 ," 7,470 "
District - Begusarai,Urban," 108,048 "," 6,728 "," 2,149 ", 614 ," 1,937 "," 93,083 "," 2,110 ", 37 , 41 , 158 ," 1,191 "
District - Khagaria,Total," 327,701 "," 6,597 "," 3,217 "," 1,286 "," 1,604 "," 304,558 "," 6,515 ", 50 , 183 , 299 ," 3,392 "
District - Khagaria,Rural," 312,199 "," 6,043 "," 2,956 "," 1,245 "," 1,482 "," 290,996 "," 5,719 ", 50 , 176 , 288 ," 3,244 "
District - Khagaria,Urban," 15,502 ", 554 , 261 , 41 , 122 ," 13,562 ", 796 , -   , 7 , 11 , 148 
District - Bhagalpur,Total," 563,306 "," 30,227 "," 15,692 "," 5,237 "," 58,207 "," 406,622 "," 30,554 ", 208 ," 1,431 ", 883 ," 14,245 "
District - Bhagalpur,Rural," 458,960 "," 15,371 "," 9,435 "," 4,330 "," 53,005 "," 348,415 "," 15,664 ", 174 ," 1,081 ", 673 ," 10,812 "
District - Bhagalpur,Urban," 104,346 "," 14,856 "," 6,257 ", 907 ," 5,202 "," 58,207 "," 14,890 ", 34 , 350 , 210 ," 3,433 "
District - Banka,Total," 380,013 "," 8,986 "," 6,085 "," 4,969 "," 94,533 "," 251,485 "," 2,243 ", 329 ," 5,796 ", 466 ," 5,121 "
District - Banka,Rural," 366,656 "," 8,195 "," 5,544 "," 4,734 "," 93,296 "," 241,460 "," 2,072 ", 329 ," 5,789 ", 443 ," 4,794 "
District - Banka,Urban," 13,357 ", 791 , 541 , 235 ," 1,237 "," 10,025 ", 171 , -   , 7 , 23 , 327 
District - Munger,Total," 263,749 "," 14,660 "," 5,577 "," 4,309 "," 48,900 "," 176,865 "," 7,168 ", 118 , 862 , 419 ," 4,871 "
District - Munger,Rural," 193,801 "," 9,075 "," 4,104 "," 3,216 "," 42,686 "," 130,176 ", 940 , 90 , 665 , 334 ," 2,515 "
District - Munger,Urban," 69,948 "," 5,585 "," 1,473 "," 1,093 "," 6,214 "," 46,689 "," 6,228 ", 28 , 197 , 85 ," 2,356 "
District - Lakhisarai,Total," 164,430 "," 6,046 "," 3,431 "," 2,555 "," 21,038 "," 125,323 "," 1,875 ", 184 , 425 , 332 ," 3,221 "
District - Lakhisarai,Rural," 140,728 "," 4,548 "," 2,608 "," 2,308 "," 20,008 "," 107,415 ", 482 , 174 , 240 , 280 ," 2,665 "
District - Lakhisarai,Urban," 23,702 "," 1,498 ", 823 , 247 ," 1,030 "," 17,908 "," 1,393 ", 10 , 185 , 52 , 556 
District - Sheikhpura,Total," 103,748 "," 3,038 "," 2,056 "," 1,689 "," 8,860 "," 85,021 ", 526 , 75 , 49 , 159 ," 2,275 "
District - Sheikhpura,Rural," 86,465 "," 2,095 "," 1,291 "," 1,230 "," 6,459 "," 73,430 ", 241 , 63 , 38 , 142 ," 1,476 "
District - Sheikhpura,Urban," 17,283 ", 943 , 765 , 459 ," 2,401 "," 11,591 ", 285 , 12 , 11 , 17 , 799 
District - Nalanda,Total," 487,322 "," 26,457 "," 12,160 "," 8,018 "," 38,426 "," 383,937 "," 6,072 ", 325 , 303 , 892 ," 10,732 "
District - Nalanda,Rural," 411,602 "," 9,162 "," 6,936 "," 6,428 "," 31,687 "," 346,216 "," 1,086 ", 220 , 257 , 750 ," 8,860 "
District - Nalanda,Urban," 75,720 "," 17,295 "," 5,224 "," 1,590 "," 6,739 "," 37,721 "," 4,986 ", 105 , 46 , 142 ," 1,872 "
District - Patna,Total," 957,441 "," 178,595 "," 52,660 "," 9,392 "," 32,808 "," 575,942 "," 90,643 ", 463 , 885 ," 1,105 "," 14,948 "
District - Patna,Rural," 544,392 "," 15,125 "," 9,709 "," 5,477 "," 23,791 "," 474,129 "," 4,619 ", 193 , 512 , 642 ," 10,195 "
District - Patna,Urban," 413,049 "," 163,470 "," 42,951 "," 3,915 "," 9,017 "," 101,813 "," 86,024 ", 270 , 373 , 463 ," 4,753 "
District - Bhojpur,Total," 415,555 "," 11,297 "," 4,292 "," 2,747 "," 4,543 "," 383,740 "," 3,508 ", 81 , 268 , 464 ," 4,615 "
District - Bhojpur,Rural," 357,782 "," 8,730 "," 3,298 "," 2,400 "," 4,279 "," 333,926 ", 511 , 69 , 212 , 406 ," 3,951 "
District - Bhojpur,Urban," 57,773 "," 2,567 ", 994 , 347 , 264 ," 49,814 "," 2,997 ", 12 , 56 , 58 , 664 
District - Buxar,Total," 262,398 "," 7,270 "," 3,458 "," 2,232 "," 4,471 "," 237,528 "," 3,437 ", 94 , 212 , 301 ," 3,395 "
District - Buxar,Rural," 236,453 "," 5,674 "," 2,632 "," 1,996 "," 4,212 "," 217,712 ", 941 , 87 , 203 , 258 ," 2,738 "
District - Buxar,Urban," 25,945 "," 1,596 ", 826 , 236 , 259 ," 19,816 "," 2,496 ", 7 , 9 , 43 , 657 
District - Kaimur (bhabua),Total," 245,048 "," 5,934 "," 3,267 "," 2,855 "," 17,969 "," 208,477 "," 1,678 ", 593 , 692 , 276 ," 3,307 "
District - Kaimur (bhabua),Rural," 235,155 "," 5,479 "," 3,051 "," 2,781 "," 17,954 "," 200,061 "," 1,071 ", 592 , 690 , 273 ," 3,203 "
District - Kaimur (bhabua),Urban," 9,893 ", 455 , 216 , 74 , 15 ," 8,416 ", 607 , 1 , 2 , 3 , 104 
District - Rohtas,Total," 455,878 "," 19,462 "," 5,780 "," 3,233 "," 8,126 "," 407,358 "," 5,158 ", 121 , 556 , 471 ," 5,613 "
District - Rohtas,Rural," 387,316 "," 8,736 "," 2,864 "," 2,634 "," 7,431 "," 358,732 "," 1,271 ", 97 , 506 , 396 ," 4,649 "
District - Rohtas,Urban," 68,562 "," 10,726 "," 2,916 ", 599 , 695 ," 48,626 "," 3,887 ", 24 , 50 , 75 , 964 
District - Aurangabad,Total," 387,122 "," 9,263 "," 4,735 "," 4,287 "," 12,987 "," 346,754 "," 2,770 ", 170 , 221 , 422 ," 5,513 "
District - Aurangabad,Rural," 351,828 "," 7,646 "," 4,170 "," 3,978 "," 12,585 "," 316,616 "," 1,097 ", 163 , 199 , 383 ," 4,991 "
District - Aurangabad,Urban," 35,294 "," 1,617 ", 565 , 309 , 402 ," 30,138 "," 1,673 ", 7 , 22 , 39 , 522 
District - Gaya,Total," 690,505 "," 23,563 "," 13,439 "," 6,553 "," 57,516 "," 561,462 "," 15,636 ", 573 ," 1,505 "," 1,279 "," 8,979 "
District - Gaya,Rural," 603,194 "," 9,353 "," 7,990 "," 5,984 "," 56,960 "," 511,194 "," 1,560 ", 507 ," 1,399 ", 984 ," 7,263 "
District - Gaya,Urban," 87,311 "," 14,210 "," 5,449 ", 569 , 556 ," 50,268 "," 14,076 ", 66 , 106 , 295 ," 1,716 "
District - Nawada,Total," 346,749 "," 5,583 "," 4,641 "," 3,978 "," 23,777 "," 297,531 "," 2,137 ", 238 , 889 , 566 ," 7,409 "
District - Nawada,Rural," 313,669 "," 4,317 "," 3,621 "," 3,604 "," 22,112 "," 270,910 ", 814 , 222 , 855 , 488 ," 6,726 "
District - Nawada,Urban," 33,080 "," 1,266 "," 1,020 ", 374 ," 1,665 "," 26,621 "," 1,323 ", 16 , 34 , 78 , 683 
District - Jamui,Total," 308,291 "," 7,463 "," 5,365 "," 5,151 "," 117,154 "," 160,910 "," 2,079 ", 844 ," 5,009 ", 866 ," 3,450 "
District - Jamui,Rural," 283,684 "," 5,581 "," 4,743 "," 4,783 "," 114,336 "," 144,048 ", 873 , 831 ," 4,804 ", 794 ," 2,891 "
District - Jamui,Urban," 24,607 "," 1,882 ", 622 , 368 ," 2,818 "," 16,862 "," 1,206 ", 13 , 205 , 72 , 559 
District - Jehanabad,Total," 181,646 "," 3,652 "," 2,402 "," 1,680 "," 5,236 "," 164,518 "," 1,009 ", 56 , 54 , 159 ," 2,880 "
District - Jehanabad,Rural," 159,632 "," 2,072 "," 1,662 "," 1,468 "," 4,962 "," 146,684 ", 194 , 43 , 52 , 131 ," 2,364 "
District - Jehanabad,Urban," 22,014 "," 1,580 ", 740 , 212 , 274 ," 17,834 ", 815 , 13 , 2 , 28 , 516 
District - Arwal,Total," 117,803 "," 1,104 ", 555 , 583 ," 2,380 "," 111,815 ", 159 , 7 , 46 , 67 ," 1,087 "
District - Arwal,Rural," 109,546 "," 1,072 ", 455 , 558 ," 2,289 "," 103,838 ", 151 , 7 , 45 , 67 ," 1,064 "
District - Arwal,Urban," 8,257 ", 32 , 100 , 25 , 91 ," 7,977 ", 8 , -   , 1 , -   , 23 
District - Chandigarh,Total," 235,061 "," 220,255 "," 7,099 ", 123 , 45 ," 4,166 "," 2,001 ", 36 , 12 , 204 ," 1,120 "
District - Chandigarh,Rural," 6,785 "," 6,025 ", 437 , 1 , 1 , 90 , 144 , -   , 1 , 21 , 65 
District - Chandigarh,Urban," 228,276 "," 214,230 "," 6,662 ", 122 , 44 ," 4,076 "," 1,857 ", 36 , 11 , 183 ," 1,055 "
District - Dadra & Nagar Haveli,Total," 73,063 "," 19,011 "," 14,990 "," 1,056 "," 4,170 "," 17,866 "," 15,041 ", 442 , 188 , 29 , 270 
District - Dadra & Nagar Haveli,Rural," 35,408 "," 5,586 "," 9,463 ", 772 ," 4,030 "," 10,653 "," 4,151 ", 431 , 167 , 22 , 133 
District - Dadra & Nagar Haveli,Urban," 37,655 "," 13,425 "," 5,527 ", 284 , 140 ," 7,213 "," 10,890 ", 11 , 21 , 7 , 137 
District - Diu,Total," 10,689 "," 10,453 ", 46 , 67 , 66 , 22 , 10 , 5 , -   , -   , 20 
District - Diu,Rural," 5,410 "," 5,242 ", 24 , 66 , 60 , 4 , -   , 3 , -   , -   , 11 
District - Diu,Urban," 5,279 "," 5,211 ", 22 , 1 , 6 , 18 , 10 , 2 , -   , -   , 9 
District - Daman,Total," 49,692 "," 22,513 "," 12,392 ", 228 , 78 ," 3,276 "," 10,900 ", 7 , 2 , 12 , 284 
District - Daman,Rural," 7,340 "," 4,507 "," 1,035 ", 88 , 4 , 732 , 926 , -   , -   , 11 , 37 
District - Daman,Urban," 42,352 "," 18,006 "," 11,357 ", 140 , 74 ," 2,544 "," 9,974 ", 7 , 2 , 1 , 247 
District - North West,Total," 730,034 "," 533,951 "," 44,294 ", 777 , 256 ," 45,234 "," 30,391 ", 61 , 247 ," 19,404 "," 55,419 "
District - North West,Rural," 41,486 "," 21,725 "," 4,360 ", 134 , 79 ," 6,353 "," 3,311 ", 10 , 9 ," 1,245 "," 4,260 "
District - North West,Urban," 688,548 "," 512,226 "," 39,934 ", 643 , 177 ," 38,881 "," 27,080 ", 51 , 238 ," 18,159 "," 51,159 "
District - North,Total," 175,890 "," 136,035 "," 7,970 ", 197 , 122 ," 11,922 "," 2,353 ", 6 , 21 ," 5,093 "," 12,171 "
District - North,Rural," 3,184 ", 992 , 151 , 14 , -   ," 1,659 ", 5 , -   , -   , 135 , 228 
District - North,Urban," 172,706 "," 135,043 "," 7,819 ", 183 , 122 ," 10,263 "," 2,348 ", 6 , 21 ," 4,958 "," 11,943 "
District - North East,Total," 395,060 "," 302,741 "," 20,074 ", 157 , 60 ," 45,707 "," 22,360 ", 40 , 24 ," 1,471 "," 2,426 "
District - North East,Rural," 3,720 "," 1,909 ", 26 , 3 , 1 ," 1,554 ", 41 , -   , -   , 80 , 106 
District - North East,Urban," 391,340 "," 300,832 "," 20,048 ", 154 , 59 ," 44,153 "," 22,319 ", 40 , 24 ," 1,391 "," 2,320 "
District - East,Total," 354,385 "," 325,421 "," 8,578 ", 74 , 33 ," 5,147 "," 12,321 ", 42 , 7 ," 1,097 "," 1,665 "
District - East,Rural, 827 , 827 , -   , -   , -   , -   , -   , -   , -   , -   , -   
District - East,Urban," 353,558 "," 324,594 "," 8,578 ", 74 , 33 ," 5,147 "," 12,321 ", 42 , 7 ," 1,097 "," 1,665 "
District - New Delhi,Total," 30,385 "," 27,681 "," 1,270 ", 16 , 6 , 664 , 404 , 7 , 1 , 275 , 61 
District - New Delhi,Rural, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
District - New Delhi,Urban," 30,385 "," 27,681 "," 1,270 ", 16 , 6 , 664 , 404 , 7 , 1 , 275 , 61 
District - Central,Total," 114,587 "," 106,655 "," 3,429 ", 81 , 15 ," 1,331 "," 2,837 ", 17 , 1 , 29 , 192 
District - Central,Rural, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
District - Central,Urban," 114,587 "," 106,655 "," 3,429 ", 81 , 15 ," 1,331 "," 2,837 ", 17 , 1 , 29 , 192 
District - West,Total," 523,703 "," 430,959 "," 24,172 ", 191 , 47 ," 21,398 "," 32,313 ", 57 , 24 ," 2,718 "," 11,824 "
