Name,Type,Total,Grass,Plastic,Mud,Wood,Stone,StoneMortar,Metal,BurntBrick,Concrete,Other
District - Tamenglong,Total,"27,713","12,372",346,"8,671","4,468",48,28,417,"1,021",78,264
District - Tamenglong,Rural,"23,784","11,725",309,"7,474","3,351",31,15,155,435,32,257
District - Tamenglong,Urban,"3,929",647,37,"1,197","1,117",17,13,262,586,46,7
District - Churachandpur,Total,"56,955","16,492","1,333","23,233","8,329",190,78,366,"5,572","1,130",232
District - Churachandpur,Rural,"52,273","16,160","1,277","21,579","7,593",150,71,333,"4,148",737,225
District - Churachandpur,Urban,"4,682",332,56,"1,654",736,40,7,33,"1,424",393,7
District - Bishnupur,Total,"55,467","10,720",190,"38,207",533,270,156,146,"4,683",132,430
District - Bishnupur,Rural,"34,650","6,971",94,"25,094",223,118,65,51,"1,694",47,293
District - Bishnupur,Urban,"20,817","3,749",96,"13,113",310,152,91,95,"2,989",85,137
District - Thoubal,Total,"102,986","21,207",232,"71,044",916,423,597,238,"7,524",160,645
District - Thoubal,Rural,"65,374","15,738",134,"44,547",452,182,270,95,"3,359",75,522
District - Thoubal,Urban,"37,612","5,469",98,"26,497",464,241,327,143,"4,165",85,123
District - Imphal West,Total,"134,238","20,005",520,"67,509","2,454","1,328","1,235",710,"36,796","2,806",875
District - Imphal West,Rural,"50,382","10,516",186,"30,816",755,274,193,172,"6,833",213,424
District - Imphal West,Urban,"83,856","9,489",334,"36,693","1,699","1,054","1,042",538,"29,963","2,593",451
District - Imphal East,Total,"108,592","25,459",354,"58,083","2,028","1,195","1,149",590,"17,538","1,330",866
District - Imphal East,Rural,"63,606","19,056",177,"36,716",531,376,330,218,"5,450",145,607
District - Imphal East,Urban,"44,986","6,403",177,"21,367","1,497",819,819,372,"12,088","1,185",259
District - Ukhrul,Total,"41,258","2,640",377,"5,628","30,465",52,47,249,"1,558",190,52
District - Ukhrul,Rural,"35,690","2,568",362,"5,495","25,903",40,38,190,964,92,38
District - Ukhrul,Urban,"5,568",72,15,133,"4,562",12,9,59,594,98,14
District - Chandel,Total,"33,899","6,283",483,"15,354","10,193",40,31,91,"1,261",82,81
District - Chandel,Rural,"30,215","5,809",342,"14,785","8,162",28,26,85,869,36,73
District - Chandel,Urban,"3,684",474,141,569,"2,031",12,5,6,392,46,8
STATE - MEGHALAYA,Total,"680,597","264,927","9,744","42,726","125,935","12,061","26,527","19,144","72,940","96,354","10,239"
STATE - MEGHALAYA,Rural,"531,006","246,994","8,660","37,345","102,570","9,143","19,809","15,547","47,849","37,812","5,277"
STATE - MEGHALAYA,Urban,"149,591","17,933","1,084","5,381","23,365","2,918","6,718","3,597","25,091","58,542","4,962"
District - West Garo Hills,Total,"154,296","99,085","2,527","15,354","1,839","1,206",767,"2,859","25,186","4,078","1,395"
District - West Garo Hills,Rural,"136,751","92,286","2,354","14,900","1,600",875,561,"2,391","18,754","1,951","1,079"
District - West Garo Hills,Urban,"17,545","6,799",173,454,239,331,206,468,"6,432","2,127",316
District - East Garo Hills,Total,"72,014","56,819",908,"1,460",709,532,265,273,"9,058","1,279",711
District - East Garo Hills,Rural,"61,553","50,429",840,"1,307",619,403,184,149,"6,334",679,609
District - East Garo Hills,Urban,"10,461","6,390",68,153,90,129,81,124,"2,724",600,102
District - South Garo Hills,Total,"37,973","27,438",651,"2,079",983,282,100,707,"3,493",691,"1,549"
District - South Garo Hills,Rural,"34,565","25,882",583,"1,970",903,258,91,395,"2,450",582,"1,451"
District - South Garo Hills,Urban,"3,408","1,556",68,109,80,24,9,312,"1,043",109,98
District - West Khasi Hills,Total,"81,307","24,192","1,081","2,309","35,899",763,"1,308","3,572","4,127","7,840",216
District - West Khasi Hills,Rural,"71,923","23,817",930,"2,044","30,622",749,"1,274","3,402","3,017","5,860",208
District - West Khasi Hills,Urban,"9,384",375,151,265,"5,277",14,34,170,"1,110","1,980",8
District - Ri Bhoi,Total,"59,600","27,505","1,104","3,896","9,725","1,070","1,458",421,"5,779","8,135",507
District - Ri Bhoi,Rural,"54,667","25,878","1,031","3,685","9,281",981,"1,391",401,"5,292","6,254",473
District - Ri Bhoi,Urban,"4,933","1,627",73,211,444,89,67,20,487,"1,881",34
District - East Khasi Hills,Total,"197,578","16,757","1,834","7,603","53,503","5,794","18,382","8,745","17,373","62,673","4,914"
District - East Khasi Hills,Rural,"100,247","15,673","1,334","3,919","36,790","3,520","12,504","6,326","5,055","14,582",544
District - East Khasi Hills,Urban,"97,331","1,084",500,"3,684","16,713","2,274","5,878","2,419","12,318","48,091","4,370"
District - Jaintia Hills,Total,"77,829","13,131","1,639","10,025","23,277","2,414","4,247","2,567","7,924","11,658",947
District - Jaintia Hills,Rural,"71,300","13,029","1,588","9,520","22,755","2,357","3,804","2,483","6,947","7,904",913
District - Jaintia Hills,Urban,"6,529",102,51,505,522,57,443,84,977,"3,754",34
STATE - MIZORAM,Total,"257,033","69,398","2,224",661,"7,915",527,735,"118,587","22,882","30,981","3,123"
STATE - MIZORAM,Rural,"118,967","55,257","1,486",286,"5,623",139,281,"47,855","3,043","2,934","2,063"
STATE - MIZORAM,Urban,"138,066","14,141",738,375,"2,292",388,454,"70,732","19,839","28,047","1,060"
District - Mamit,Total,"19,716","9,800",282,34,472,13,11,"7,606",381,"1,067",50
District - Mamit,Rural,"15,975","8,737",246,32,440,9,10,"5,694",241,548,18
District - Mamit,Urban,"3,741","1,063",36,2,32,4,1,"1,912",140,519,32
District - Kolasib,Total,"20,213","9,083",204,103,403,89,18,"6,113","1,637","2,324",239
District - Kolasib,Rural,"8,809","5,029",104,24,260,44,6,"2,472",363,395,112
District - Kolasib,Urban,"11,404","4,054",100,79,143,45,12,"3,641","1,274","1,929",127
District - Aizawl,Total,"96,349","9,946",421,246,905,274,415,"48,395","15,088","20,244",415
District - Aizawl,Rural,"19,718","5,102",146,66,277,26,112,"12,100",878,874,137
District - Aizawl,Urban,"76,631","4,844",275,180,628,248,303,"36,295","14,210","19,370",278
District - Champhai,Total,"29,881","6,267",368,119,"1,274",48,124,"17,752","1,231","2,190",508
District - Champhai,Rural,"17,865","5,151",281,67,"1,034",26,119,"9,981",652,312,242
District - Champhai,Urban,"12,016","1,116",87,52,240,22,5,"7,771",579,"1,878",266
District - Serchhip,Total,"14,695","2,333",296,57,225,16,24,"9,966","1,056",715,7
District - Serchhip,Rural,"7,272","1,360",247,30,107,5,9,"5,048",281,181,4
District - Serchhip,Urban,"7,423",973,49,27,118,11,15,"4,918",775,534,3
District - Lunglei,Total,"37,521","12,130",238,53,602,55,49,"18,197","1,993","2,675","1,529"
District - Lunglei,Rural,"20,936","10,866",108,33,441,13,9,"7,554",263,275,"1,374"
District - Lunglei,Urban,"16,585","1,264",130,20,161,42,40,"10,643","1,730","2,400",155
District - Lawangtlai,Total,"26,284","16,481",264,37,899,25,13,"6,673","1,027",818,47
District - Lawangtlai,Rural,"21,469","16,038",230,27,762,14,10,"3,806",284,262,36
District - Lawangtlai,Urban,"4,815",443,34,10,137,11,3,"2,867",743,556,11
District - Saiha,Total,"12,374","3,358",151,12,"3,135",7,81,"3,885",469,948,328
District - Saiha,Rural,"6,923","2,974",124,7,"2,302",2,6,"1,200",81,87,140
District - Saiha,Urban,"5,451",384,27,5,833,5,75,"2,685",388,861,188
STATE - NAGALAND,Total,"492,370","233,850","6,354","14,736","106,911","2,497","2,725","13,512","76,788","31,399","3,598"
STATE - NAGALAND,Rural,"342,559","191,039","4,664","12,132","87,904","1,150","1,157","5,418","29,123","8,740","1,232"
STATE - NAGALAND,Urban,"149,811","42,811","1,690","2,604","19,007","1,347","1,568","8,094","47,665","22,659","2,366"
District - Mon,Total,"48,689","39,661",403,301,"4,466",297,223,173,"1,780","1,233",152
District - Mon,Rural,"42,044","35,612",303,170,"3,938",159,49,141,"1,026",528,118
District - Mon,Urban,"6,645","4,049",100,131,528,138,174,32,754,705,34
District - Mokokchung,Total,"51,505","27,409",962,884,"11,551",404,435,441,"5,723","3,509",187
District - Mokokchung,Rural,"35,586","21,591",735,608,"8,560",268,61,241,"2,146","1,304",72
District - Mokokchung,Urban,"15,919","5,818",227,276,"2,991",136,374,200,"3,577","2,205",115
District - Zunheboto,Total,"35,928","13,979",661,197,"15,991",112,52,497,"2,499","1,870",70
District - Zunheboto,Rural,"30,286","12,893",594,153,"14,127",76,39,224,"1,733",391,56
District - Zunheboto,Urban,"5,642","1,086",67,44,"1,864",36,13,273,766,"1,479",14
District - Wokha,Total,"44,738","21,102",879,"4,062","8,778",178,108,"1,389","7,437",550,255
District - Wokha,Rural,"37,343","19,673",828,"3,879","7,578",110,90,838,"3,766",346,235
District - Wokha,Urban,"7,395","1,429",51,183,"1,200",68,18,551,"3,671",204,20
District - Dimapur,Total,"98,305","46,668",697,"2,336","1,998",707,885,289,"33,696","10,489",540
District - Dimapur,Rural,"44,164","27,221",333,"1,309","1,346",204,411,76,"10,281","2,750",233
District - Dimapur,Urban,"54,141","19,447",364,"1,027",652,503,474,213,"23,415","7,739",307
District - Phek,Total,"43,812","17,182",539,545,"17,679",118,288,699,"5,169","1,441",152
District - Phek,Rural,"37,407","15,857",476,414,"15,894",90,210,538,"2,984",831,113
District - Phek,Urban,"6,405","1,325",63,131,"1,785",28,78,161,"2,185",610,39
District - Tuensang,Total,"47,853","23,877","1,121",555,"20,043",118,77,366,"1,037",587,72
District - Tuensang,Rural,"39,656","21,828",750,241,"15,913",16,10,244,469,117,68
District - Tuensang,Urban,"8,197","2,049",371,314,"4,130",102,67,122,568,470,4
District - Longleng,Total,"13,338","9,625",128,60,"2,418",27,47,61,724,165,83
District - Longleng,Rural,"11,268","8,788",109,50,"1,760",24,45,40,275,121,56
District - Longleng,Urban,"2,070",837,19,10,658,3,2,21,449,44,27
District - Kiphire,Total,"18,947","5,777",173,124,"12,112",26,17,83,351,265,19
District - Kiphire,Rural,"15,410","4,824",117,63,"10,104",10,4,70,133,69,16
District - Kiphire,Urban,"3,537",953,56,61,"2,008",16,13,13,218,196,3
District - Kohima,Total,"66,480","14,910",552,"2,610","8,762",436,545,"9,393","16,842","10,457","1,973"
District - Kohima,Rural,"30,145","10,793",285,"2,291","6,017",149,218,"2,918","5,394","1,860",220
District - Kohima,Urban,"36,335","4,117",267,319,"2,745",287,327,"6,475","11,448","8,597","1,753"
District - Peren,Total,"22,775","13,660",239,"3,062","3,113",74,48,121,"1,530",833,95
District - Peren,Rural,"19,250","11,959",134,"2,954","2,667",44,20,88,916,423,45
District - Peren,Urban,"3,525","1,701",105,108,446,30,28,33,614,410,50
STATE - ODISHA,Total,"12,018,689","884,749","43,403","5,217,153","327,462","183,461","684,835","33,145","4,401,213","206,192","37,076"
STATE - ODISHA,Rural,"10,047,868","823,879","35,308","4,883,041","294,534","155,681","515,792","19,377","3,169,960","118,647","31,649"
STATE - ODISHA,Urban,"1,970,821","60,870","8,095","334,112","32,928","27,780","169,043","13,768","1,231,253","87,545","5,427"
District - Bargarh,Total,"435,740","13,614",908,"236,414","2,997","3,554","4,361",457,"149,889","23,101",445
District - Bargarh,Rural,"392,670","13,252",806,"225,176","2,635","3,147","3,389",355,"126,310","17,200",400
District - Bargarh,Urban,"43,070",362,102,"11,238",362,407,972,102,"23,579","5,901",45
District - Jharsuguda,Total,"160,329","1,779",343,"77,978",664,"2,638","2,073",577,"65,848","8,245",184
District - Jharsuguda,Rural,"96,512","1,210",177,"60,901",363,"1,863",620,224,"28,983","2,085",86
District - Jharsuguda,Urban,"63,817",569,166,"17,077",301,775,"1,453",353,"36,865","6,160",98
District - Sambalpur,Total,"295,362","11,631",735,"126,937","10,501","6,286","4,118",900,"116,659","16,910",685
District - Sambalpur,Rural,"208,367","10,151",521,"107,570","8,212","4,756","2,289",300,"68,028","6,170",370
District - Sambalpur,Urban,"86,995","1,480",214,"19,367","2,289","1,530","1,829",600,"48,631","10,740",315
District - Debagarh,Total,"94,896","10,756",282,"30,014","9,446","4,229",880,231,"37,695",842,521
District - Debagarh,Rural,"88,128","10,441",262,"28,524","9,258","4,184",871,85,"33,376",628,499
District - Debagarh,Urban,"6,768",315,20,"1,490",188,45,9,146,"4,319",214,22
District - Sundargarh,Total,"576,201","6,107","1,872","271,697","5,921","16,806","7,328","2,684","247,557","15,111","1,118"
District - Sundargarh,Rural,"367,372","4,513","1,096","236,421","4,144","13,619","2,308",944,"96,002","7,763",562
District - Sundargarh,Urban,"208,829","1,594",776,"35,276","1,777","3,187","5,020","1,740","151,555","7,348",556
District - Kendujhar,Total,"543,141","21,134","1,651","334,982","11,368","4,224","17,190","2,468","143,683","4,729","1,712"
District - Kendujhar,Rural,"469,117","19,603","1,267","314,254","10,297","3,588","14,258","1,125","100,472","2,807","1,446"
District - Kendujhar,Urban,"74,024","1,531",384,"20,728","1,071",636,"2,932","1,343","43,211","1,922",266
District - Mayurbhanj,Total,"721,082","49,280","2,914","491,641","11,720","5,270","4,256","1,874","145,187","6,065","2,875"
District - Mayurbhanj,Rural,"662,394","46,204","2,524","478,576","10,678","4,861","3,530","1,079","108,538","3,638","2,766"
District - Mayurbhanj,Urban,"58,688","3,076",390,"13,065","1,042",409,726,795,"36,649","2,427",109
District - Baleshwar,Total,"657,981","93,922","5,496","351,933","4,501","3,356","6,939","5,496","176,219","7,600","2,519"
District - Baleshwar,Rural,"582,416","90,117","4,851","331,390","3,333","2,646","5,867","4,683","131,376","5,809","2,344"
District - Baleshwar,Urban,"75,565","3,805",645,"20,543","1,168",710,"1,072",813,"44,843","1,791",175
District - Bhadrak,Total,"410,174","39,271","1,345","252,796","3,888","1,790","3,306","1,052","103,202","3,107",417
District - Bhadrak,Rural,"360,778","35,506","1,187","234,589","2,732","1,347","2,474",777,"79,477","2,333",356
District - Bhadrak,Urban,"49,396","3,765",158,"18,207","1,156",443,832,275,"23,725",774,61
District - Kendrapara,Total,"421,530","14,556","1,486","243,929","4,300","1,014","2,583",293,"151,197","1,737",435
District - Kendrapara,Rural,"399,716","13,961","1,442","237,793","3,866",976,"2,513",272,"137,027","1,451",415
District - Kendrapara,Urban,"21,814",595,44,"6,136",434,38,70,21,"14,170",286,20
District - Jagatsinghapur,Total,"333,976","20,577","1,640","111,904","3,993","1,806","2,156",655,"185,259","4,256","1,730"
District - Jagatsinghapur,Rural,"297,315","17,319","1,189","105,196","3,180","1,486","1,817",314,"162,387","3,296","1,131"
District - Jagatsinghapur,Urban,"36,661","3,258",451,"6,708",813,320,339,341,"22,872",960,599
District - Cuttack,Total,"747,980","70,013","3,290","174,420","12,753","19,122","114,785","1,208","339,902","10,465","2,022"
District - Cuttack,Rural,"555,700","65,841","2,472","161,954","9,320","15,612","83,764",575,"211,682","2,821","1,659"
District - Cuttack,Urban,"192,280","4,172",818,"12,466","3,433","3,510","31,021",633,"128,220","7,644",363
District - Jajapur,Total,"517,154","66,374","2,249","191,691","6,712","7,823","77,809",764,"158,803","2,932","1,997"
District - Jajapur,Rural,"476,695","63,913","2,066","184,003","5,995","7,277","71,848",617,"136,438","2,680","1,858"
District - Jajapur,Urban,"40,459","2,461",183,"7,688",717,546,"5,961",147,"22,365",252,139
District - Dhenkanal,Total,"334,283","26,782",601,"135,503","9,788","10,759","102,067",583,"44,964","1,677","1,559"
District - Dhenkanal,Rural,"300,314","25,487",516,"130,276","8,529","10,152","85,475",533,"36,403","1,460","1,483"
District - Dhenkanal,Urban,"33,969","1,295",85,"5,227","1,259",607,"16,592",50,"8,561",217,76
District - Anugul,Total,"385,421","35,664","1,215","122,845","22,468","6,036","7,427",813,"181,395","3,934","3,624"
District - Anugul,Rural,"323,106","33,132","1,045","114,279","21,647","5,634","5,413",619,"135,340","2,571","3,426"
District - Anugul,Urban,"62,315","2,532",170,"8,566",821,402,"2,014",194,"46,055","1,363",198
District - Nayagarh,Total,"272,457","33,779",777,"87,578","9,742","8,173","33,780",373,"95,495","1,787",973
District - Nayagarh,Rural,"248,576","33,224",710,"83,442","9,131","7,670","28,407",332,"83,214","1,525",921
District - Nayagarh,Urban,"23,881",555,67,"4,136",611,503,"5,373",41,"12,281",262,52
District - Khordha,Total,"625,401","29,414","3,055","152,069","10,232","23,963","178,606","4,290","208,459","13,716","1,597"
District - Khordha,Rural,"311,325","21,945","1,060","116,830","4,141","17,128","105,397",580,"40,749","2,863",632
District - Khordha,Urban,"314,076","7,469","1,995","35,239","6,091","6,835","73,209","3,710","167,710","10,853",965
District - Puri,Total,"450,031","39,937","1,528","146,764","8,141","7,807","66,785",836,"172,017","5,566",650
District - Puri,Rural,"383,667","36,817","1,377","141,284","6,579","6,814","57,816",578,"129,160","2,725",517
