Name,Type,Total,Grass,Plastic,HandmadeTiles,MachinemadeTiles,BurntBrick,Stone,Metal,Concrete,Other
District - Begusarai,Urban,"130,058","19,057","2,044","26,120","1,351","3,729","4,006","5,106","68,226",419
District - Khagaria,Total,"385,409","155,675","8,454","96,169","1,818","4,674","7,924","5,487","103,676","1,532"
District - Khagaria,Rural,"365,772","153,311","8,082","90,935","1,687","4,222","7,351","4,935","93,765","1,484"
District - Khagaria,Urban,"19,637","2,364",372,"5,234",131,452,573,552,"9,911",48
District - Bhagalpur,Total,"634,459","197,925","8,273","132,270","11,988","16,018","19,230","11,256","235,284","2,215"
District - Bhagalpur,Rural,"510,582","184,806","6,116","109,057","8,328","11,935","14,591","6,987","167,269","1,493"
District - Bhagalpur,Urban,"123,877","13,119","2,157","23,213","3,660","4,083","4,639","4,269","68,015",722
District - Banka,Total,"430,293","192,153","2,891","83,743","2,333","7,354","11,222","6,637","122,479","1,481"
District - Banka,Rural,"413,158","187,042","2,748","82,886","2,271","7,128","10,584","5,599","113,472","1,428"
District - Banka,Urban,"17,135","5,111",143,857,62,226,638,"1,038","9,007",53
District - Munger,Total,"297,253","81,545","2,241","49,240","2,047","6,894","10,578","6,448","136,978","1,282"
District - Munger,Rural,"216,015","72,334","1,448","37,104","1,511","3,450","7,554","3,462","88,407",745
District - Munger,Urban,"81,238","9,211",793,"12,136",536,"3,444","3,024","2,986","48,571",537
District - Lakhisarai,Total,"198,867","46,827","1,078","40,503","3,056","8,420","6,853","3,035","88,405",690
District - Lakhisarai,Rural,"169,195","43,250",869,"36,039","2,073","6,367","5,029","2,243","72,788",537
District - Lakhisarai,Urban,"29,672","3,577",209,"4,464",983,"2,053","1,824",792,"15,617",153
District - Sheikhpura,Total,"126,142","31,212",728,"19,324","1,314","28,883","6,252","2,027","35,276","1,126"
District - Sheikhpura,Rural,"103,745","28,208",626,"16,493","1,106","26,751","4,676","1,523","23,383",979
District - Sheikhpura,Urban,"22,397","3,004",102,"2,831",208,"2,132","1,576",504,"11,893",147
District - Nalanda,Total,"584,294","132,319","4,267","69,143","4,658","249,215","14,034","12,943","94,147","3,568"
District - Nalanda,Rural,"488,739","122,177","3,547","62,258","3,253","230,154","9,783","9,529","45,039","2,999"
District - Nalanda,Urban,"95,555","10,142",720,"6,885","1,405","19,061","4,251","3,414","49,108",569
District - Patna,Total,"1,141,382","204,850","8,635","145,574","9,961","181,899","43,689","52,384","488,505","5,885"
District - Patna,Rural,"633,232","165,179","4,733","121,002","5,882","145,113","21,604","18,775","147,100","3,844"
District - Patna,Urban,"508,150","39,671","3,902","24,572","4,079","36,786","22,085","33,609","341,405","2,041"
District - Bhojpur,Total,"492,222","100,559","4,234","77,226","3,872","19,048","175,988","11,241","96,921","3,133"
District - Bhojpur,Rural,"420,272","93,070","3,419","72,509","3,445","15,991","163,689","7,537","57,671","2,941"
District - Bhojpur,Urban,"71,950","7,489",815,"4,717",427,"3,057","12,299","3,704","39,250",192
District - Buxar,Total,"322,563","68,250","3,761","37,299","2,499","16,996","150,600","7,974","32,923","2,261"
District - Buxar,Rural,"290,073","65,628","3,248","36,043","2,124","15,594","139,675","6,245","19,519","1,997"
District - Buxar,Urban,"32,490","2,622",513,"1,256",375,"1,402","10,925","1,729","13,404",264
District - Kaimur (bhabua),Total,"331,029","75,106","2,443","75,510","1,833","31,827","104,465","4,918","32,887","2,040"
District - Kaimur (bhabua),Rural,"317,195","74,454","2,332","75,177","1,688","31,435","101,243","4,513","24,378","1,975"
District - Kaimur (bhabua),Urban,"13,834",652,111,333,145,392,"3,222",405,"8,509",65
District - Rohtas,Total,"584,217","106,777","4,620","132,692","3,818","35,630","157,522","10,883","129,785","2,490"
District - Rohtas,Rural,"496,337","98,514","3,844","123,969","2,896","31,151","142,455","5,829","85,634","2,045"
District - Rohtas,Urban,"87,880","8,263",776,"8,723",922,"4,479","15,067","5,054","44,151",445
District - Aurangabad,Total,"463,180","124,060","3,128","125,448","4,934","9,371","25,149","6,648","161,203","3,239"
District - Aurangabad,Rural,"417,046","119,132","2,862","119,867","4,233","8,290","22,291","5,133","132,491","2,747"
District - Aurangabad,Urban,"46,134","4,928",266,"5,581",701,"1,081","2,858","1,515","28,712",492
District - Gaya,Total,"783,128","222,107","5,081","222,428","6,109","26,015","44,969","9,439","242,712","4,268"
District - Gaya,Rural,"678,622","214,679","4,045","211,508","5,028","20,582","35,695","5,385","178,086","3,614"
District - Gaya,Urban,"104,506","7,428","1,036","10,920","1,081","5,433","9,274","4,054","64,626",654
District - Nawada,Total,"409,955","92,847","3,008","114,397","3,904","43,832","17,759","3,632","127,864","2,712"
District - Nawada,Rural,"367,385","88,655","2,624","110,368","3,534","37,551","16,212","2,812","103,185","2,444"
District - Nawada,Urban,"42,570","4,192",384,"4,029",370,"6,281","1,547",820,"24,679",268
District - Jamui,Total,"345,496","65,716","3,002","137,372","4,594","7,666","12,536","5,132","107,656","1,822"
District - Jamui,Rural,"316,460","62,413","2,613","131,778","4,297","6,867","11,235","4,163","91,450","1,644"
District - Jamui,Urban,"29,036","3,303",389,"5,594",297,799,"1,301",969,"16,206",178
District - Jehanabad,Total,"207,775","53,110","1,452","40,532","1,660","48,618","8,758","2,774","49,577","1,294"
District - Jehanabad,Rural,"181,477","50,216","1,099","38,666","1,329","46,846","7,130","2,054","33,104","1,033"
District - Jehanabad,Urban,"26,298","2,894",353,"1,866",331,"1,772","1,628",720,"16,473",261
District - Arwal,Total,"139,561","43,572",522,"35,098",936,"10,661","10,372","1,403","36,416",581
District - Arwal,Rural,"130,087","42,299",498,"32,898",901,"10,331","10,027","1,228","31,335",570
District - Arwal,Urban,"9,474","1,273",24,"2,200",35,330,345,175,"5,081",11
STATE - CHANDIGARH,Total,"277,058","6,674","2,325","1,190",594,"4,984","2,248","27,716","230,483",844
STATE - CHANDIGARH,Rural,"8,300",339,27,50,57,72,96,701,"6,924",34
STATE - CHANDIGARH,Urban,"268,758","6,335","2,298","1,140",537,"4,912","2,152","27,015","223,559",810
District - Chandigarh,Total,"277,058","6,674","2,325","1,190",594,"4,984","2,248","27,716","230,483",844
District - Chandigarh,Rural,"8,300",339,27,50,57,72,96,701,"6,924",34
District - Chandigarh,Urban,"268,758","6,335","2,298","1,140",537,"4,912","2,152","27,015","223,559",810
STATE - DADRA & NAGAR HAVELI,Total,"89,652","1,049",804,"4,286","22,841",172,"1,138","33,431","25,896",35
STATE - DADRA & NAGAR HAVELI,Rural,"41,038",860,593,"3,363","20,446",44,337,"11,047","4,339",9
STATE - DADRA & NAGAR HAVELI,Urban,"48,614",189,211,923,"2,395",128,801,"22,384","21,557",26
District - Dadra & Nagar Haveli,Total,"89,652","1,049",804,"4,286","22,841",172,"1,138","33,431","25,896",35
District - Dadra & Nagar Haveli,Rural,"41,038",860,593,"3,363","20,446",44,337,"11,047","4,339",9
District - Dadra & Nagar Haveli,Urban,"48,614",189,211,923,"2,395",128,801,"22,384","21,557",26
STATE - DAMAN & DIU,Total,"75,108",336,240,"1,527","6,318",219,"1,491","33,778","31,120",79
STATE - DAMAN & DIU,Rural,"17,208",106,40,581,"3,357",3,236,"5,418","7,439",28
STATE - DAMAN & DIU,Urban,"57,900",230,200,946,"2,961",216,"1,255","28,360","23,681",51
District - Diu,Total,"15,176",61,4,347,"3,099",2,373,753,"10,495",42
District - Diu,Rural,"8,390",31,0,134,"2,336",0,85,515,"5,267",22
District - Diu,Urban,"6,786",30,4,213,763,2,288,238,"5,228",20
District - Daman,Total,"59,932",275,236,"1,180","3,219",217,"1,118","33,025","20,625",37
District - Daman,Rural,"8,818",75,40,447,"1,021",3,151,"4,903","2,172",6
District - Daman,Urban,"51,114",200,196,733,"2,198",214,967,"28,122","18,453",31
STATE - NCT OF DELHI,Total,"4,053,376","47,899","31,823","12,390","25,067","171,662","942,754","230,111","2,583,893","7,777"
STATE - NCT OF DELHI,Rural,"101,062","3,410",694,621,721,"7,749","45,577","13,247","28,384",659
STATE - NCT OF DELHI,Urban,"3,952,314","44,489","31,129","11,769","24,346","163,913","897,177","216,864","2,555,509","7,118"
District - North West,Total,"874,543","17,433","7,451","3,237","6,142","50,210","227,770","51,042","509,128","2,130"
District - North West,Rural,"53,402","2,693",557,485,344,"5,644","22,193","8,018","13,045",423
District - North West,Urban,"821,141","14,740","6,894","2,752","5,798","44,566","205,577","43,024","496,083","1,707"
District - North,Total,"267,315","2,033","1,684","1,134","1,321","14,173","110,082","12,048","124,302",538
District - North,Rural,"3,661",44,5,18,0,38,"1,979",172,"1,397",8
District - North,Urban,"263,654","1,989","1,679","1,116","1,321","14,135","108,103","11,876","122,905",530
District - North East,Total,"446,651","3,335","1,881",921,"2,748","14,029","169,182","7,660","246,214",681
District - North East,Rural,"4,386",99,42,27,27,172,"1,911",166,"1,937",5
District - North East,Urban,"442,265","3,236","1,839",894,"2,721","13,857","167,271","7,494","244,277",676
District - East,Total,"421,721","4,380","2,469",566,"1,352","14,289","45,115","10,060","343,083",407
District - East,Rural,961,2,0,0,4,1,23,3,923,5
District - East,Urban,"420,760","4,378","2,469",566,"1,348","14,288","45,092","10,057","342,160",402
District - New Delhi,Total,"47,201","1,564","1,619",54,111,"1,251","2,503","3,533","36,535",31
District - New Delhi,Rural,0,0,0,0,0,0,0,0,0,0
District - New Delhi,Urban,"47,201","1,564","1,619",54,111,"1,251","2,503","3,533","36,535",31
District - Central,Total,"178,468","1,756","1,777",690,"1,873","12,781","66,848","4,426","87,983",334
District - Central,Rural,0,0,0,0,0,0,0,0,0,0
District - Central,Urban,"178,468","1,756","1,777",690,"1,873","12,781","66,848","4,426","87,983",334
District - West,Total,"618,923","6,061","5,479","2,037","3,730","21,272","117,264","36,770","425,096","1,214"
District - West,Rural,"1,561",0,0,1,1,11,"1,134",58,355,1
District - West,Urban,"617,362","6,061","5,479","2,036","3,729","21,261","116,130","36,712","424,741","1,213"
District - South West,Total,"550,274","4,829","4,438","1,684","3,536","19,661","99,285","49,842","365,572","1,427"
District - South West,Rural,"34,559",539,58,79,342,"1,787","17,551","4,488","9,513",202
District - South West,Urban,"515,715","4,290","4,380","1,605","3,194","17,874","81,734","45,354","356,059","1,225"
District - South,Total,"648,280","6,508","5,025","2,067","4,254","23,996","104,705","54,730","445,980","1,015"
District - South,Rural,"2,532",33,32,11,3,96,786,342,"1,214",15
District - South,Urban,"645,748","6,475","4,993","2,056","4,251","23,900","103,919","54,388","444,766","1,000"
STATE - GOA,Total,"443,153","10,551","2,787","14,279","201,684","2,866","9,007","40,709","159,492","1,778"
STATE - GOA,Rural,"167,180","6,249","1,171","5,304","101,157","1,231","3,362","14,089","33,793",824
STATE - GOA,Urban,"275,973","4,302","1,616","8,975","100,527","1,635","5,645","26,620","125,699",954
District - North Goa,Total,"248,294","5,996","1,687","8,524","115,929","1,813","4,601","23,107","85,551","1,086"
District - North Goa,Rural,"94,670","3,192",775,"3,447","58,784",707,"1,674","8,130","17,441",520
District - North Goa,Urban,"153,624","2,804",912,"5,077","57,145","1,106","2,927","14,977","68,110",566
District - South Goa,Total,"194,859","4,555","1,100","5,755","85,755","1,053","4,406","17,602","73,941",692
District - South Goa,Rural,"72,510","3,057",396,"1,857","42,373",524,"1,688","5,959","16,352",304
District - South Goa,Urban,"122,349","1,498",704,"3,898","43,382",529,"2,718","11,643","57,589",388
STATE - GUJARAT,Total,"15,083,296","225,930","66,159","1,187,275","3,139,055","86,279","480,620","2,885,551","6,990,721","21,706"
STATE - GUJARAT,Rural,"8,108,315","161,361","32,836","1,071,405","2,775,412","32,493","275,636","1,594,891","2,153,693","10,588"
STATE - GUJARAT,Urban,"6,974,981","64,569","33,323","115,870","363,643","53,786","204,984","1,290,660","4,837,028","11,118"
District - Kachchh,Total,"586,951","13,949","4,127","19,830","185,019","3,867","7,674","89,217","262,279",989
District - Kachchh,Rural,"376,466","10,950","1,493","17,008","162,454","1,044","3,902","48,154","130,875",586
District - Kachchh,Urban,"210,485","2,999","2,634","2,822","22,565","2,823","3,772","41,063","131,404",403
District - Banas Kantha,Total,"679,842","26,171","4,059","69,640","228,237","2,186","10,055","163,040","175,791",663
District - Banas Kantha,Rural,"566,460","25,413","3,115","66,684","220,436","1,882","8,565","134,209","105,695",461
District - Banas Kantha,Urban,"113,382",758,944,"2,956","7,801",304,"1,490","28,831","70,096",202
District - Patan,Total,"329,542","7,791","1,912","30,332","65,049","1,473","11,217","113,785","97,387",596
District - Patan,Rural,"248,450","6,443","1,510","27,489","63,035","1,013","9,666","89,923","48,956",415
District - Patan,Urban,"81,092","1,348",402,"2,843","2,014",460,"1,551","23,862","48,431",181
District - Mahesana,Total,"532,191","11,144","3,377","20,585","19,233","3,919","13,439","220,958","238,977",559
District - Mahesana,Rural,"379,626","9,077","2,010","18,572","17,709","2,599","10,880","183,811","134,561",407
District - Mahesana,Urban,"152,565","2,067","1,367","2,013","1,524","1,320","2,559","37,147","104,416",152
District - Sabar Kantha,Total,"574,369","7,869","2,871","96,945","128,171","2,091","6,193","90,991","238,647",591
District - Sabar Kantha,Rural,"472,953","6,993","2,162","93,190","123,528","1,527","4,895","72,185","167,991",482
District - Sabar Kantha,Urban,"101,416",876,709,"3,755","4,643",564,"1,298","18,806","70,656",109
District - Gandhinagar,Total,"350,155","5,557","3,063","13,225","15,519","3,445","5,720","118,709","184,406",511
District - Gandhinagar,Rural,"189,312","3,841","1,250","11,293","13,846","1,671","3,068","80,199","73,859",285
District - Gandhinagar,Urban,"160,843","1,716","1,813","1,932","1,673","1,774","2,652","38,510","110,547",226
District - Ahmadabad,Total,"1,911,888","14,186","9,737","74,744","99,335","18,851","37,179","437,445","1,217,612","2,799"
District - Ahmadabad,Rural,"301,827","4,122",901,"60,287","81,866","1,593","7,419","83,076","62,162",401
District - Ahmadabad,Urban,"1,610,061","10,064","8,836","14,457","17,469","17,258","29,760","354,369","1,155,450","2,398"
District - Surendranagar,Total,"437,288","4,665","2,408","41,066","173,008","1,590","12,008","26,317","175,294",932
District - Surendranagar,Rural,"299,792","3,351","1,154","35,157","147,509",900,"8,814","17,249","85,046",612
District - Surendranagar,Urban,"137,496","1,314","1,254","5,909","25,499",690,"3,194","9,068","90,248",320
District - Rajkot,Total,"1,031,529","5,433","3,066","22,737","203,458","8,288","34,806","66,968","684,558","2,215"
District - Rajkot,Rural,"406,879","2,564",949,"12,161","146,610","2,094","16,480","21,349","203,915",757
District - Rajkot,Urban,"624,650","2,869","2,117","10,576","56,848","6,194","18,326","45,619","480,643","1,458"
District - Jamnagar,Total,"559,283","8,831","1,801","17,668","112,162","6,075","82,775","41,747","286,372","1,852"
District - Jamnagar,Rural,"304,393","4,460",855,"11,251","90,455","2,638","53,287","19,558","120,892",997
District - Jamnagar,Urban,"254,890","4,371",946,"6,417","21,707","3,437","29,488","22,189","165,480",855
District - Porbandar,Total,"161,073","2,143",613,"2,792","30,330",594,"56,555","6,361","61,478",207
District - Porbandar,Rural,"84,093","1,519",289,"1,784","25,287",200,"28,228","3,851","22,859",76
District - Porbandar,Urban,"76,980",624,324,"1,008","5,043",394,"28,327","2,510","38,619",131
District - Junagadh,Total,"688,652","6,643","1,702","16,868","225,659","2,093","93,649","24,875","316,163","1,000"
District - Junagadh,Rural,"445,280","4,726",791,"12,970","192,993","1,609","68,920","15,509","147,148",614
District - Junagadh,Urban,"243,372","1,917",911,"3,898","32,666",484,"24,729","9,366","169,015",386
District - Amreli,Total,"388,170","4,246",900,"20,079","180,398","1,154","7,920","11,675","161,148",650
District - Amreli,Rural,"286,691","3,531",523,"16,877","150,822",933,"6,492","8,282","98,722",509
District - Amreli,Urban,"101,479",715,377,"3,202","29,576",221,"1,428","3,393","62,426",141
District - Bhavnagar,Total,"661,715","11,613","1,744","45,615","225,984","3,298","8,923","50,853","312,435","1,250"
District - Bhavnagar,Rural,"350,646","5,053",838,"34,770","176,140","1,049","3,587","16,069","112,681",459
District - Bhavnagar,Urban,"311,069","6,560",906,"10,845","49,844","2,249","5,336","34,784","199,754",791
District - Anand,Total,"527,041","12,248","3,073","33,568","112,219","3,736","10,556","130,188","220,421","1,032"
District - Anand,Rural,"354,807","9,122","2,087","29,287","102,220","2,084","5,826","89,277","114,393",511
District - Anand,Urban,"172,234","3,126",986,"4,281","9,999","1,652","4,730","40,911","106,028",521
District - Kheda,Total,"541,906","14,729","4,590","50,618","133,848","2,616","7,972","140,578","186,122",833
